제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-02063,C,CRL-102,2025-09-25 22:56:00,2025-09-25 23:09:00,G
Prod-02064,C,CRL-107,2025-09-26 1:28:00,2025-09-26 1:43:00,G
Prod-02065,C,CRL-103,2025-09-26 5:02:00,2025-09-26 5:17:00,G
Prod-02066,C,CRL-102,2025-09-26 8:18:00,2025-09-26 8:35:00,G
Prod-02067,C,CRL-103,2025-09-26 12:15:00,2025-09-26 12:25:00,R
Prod-02067,C,CRL-104,2025-09-26 12:25:00,2025-09-26 12:38:00,G
Prod-02068,C,CRL-105,2025-09-26 16:38:00,2025-09-26 16:47:00,G
Prod-02069,C,CRL-102,2025-09-26 20:27:00,2025-09-26 20:41:00,G
Prod-02070,C,CRL-102,2025-09-27 0:16:00,2025-09-27 0:23:00,G
Prod-02071,C,CRL-105,2025-09-27 2:27:00,2025-09-27 2:46:00,G
Prod-02072,C,CRL-106,2025-09-27 6:22:00,2025-09-27 6:32:00,G
Prod-02073,C,CRL-101,2025-09-27 10:20:00,2025-09-27 10:36:00,G
Prod-02074,C,CRL-103,2025-09-27 13:19:00,2025-09-27 13:26:00,G
Prod-02075,C,CRL-103,2025-09-27 16:41:00,2025-09-27 16:57:00,G
Prod-02076,C,CRL-103,2025-09-27 20:49:00,2025-09-27 20:54:00,G
Prod-02078,C,CRL-103,2025-09-28 1:32:00,2025-09-28 1:41:00,G
Prod-02080,C,CRL-105,2025-09-28 6:59:00,2025-09-28 7:10:00,G
Prod-02081,C,CRL-101,2025-09-28 11:49:00,2025-09-28 12:03:00,G
Prod-02082,C,CRL-105,2025-09-28 14:27:00,2025-09-28 14:40:00,G
Prod-02083,C,CRL-105,2025-09-28 18:00:00,2025-09-28 18:15:00,B
Prod-02084,C,CRL-107,2025-09-28 20:00:00,2025-09-28 20:11:00,G
Prod-02085,C,CRL-106,2025-09-28 21:49:00,2025-09-28 22:09:00,G
Prod-02086,C,CRL-103,2025-09-29 0:41:00,2025-09-29 0:59:00,G
Prod-02087,C,CRL-106,2025-09-29 4:21:00,2025-09-29 4:35:00,G
Prod-02088,C,CRL-104,2025-09-29 7:57:00,2025-09-29 8:13:00,G
Prod-02089,C,CRL-101,2025-09-29 12:14:00,2025-09-29 12:30:00,G
Prod-02090,C,CRL-106,2025-09-29 15:04:00,2025-09-29 15:17:00,R
Prod-02090,C,CRL-104,2025-09-29 15:17:00,2025-09-29 15:24:00,G
Prod-02091,C,CRL-102,2025-09-29 18:01:00,2025-09-29 18:14:00,G
Prod-02092,C,CRL-104,2025-09-29 20:37:00,2025-09-29 20:48:00,G
Prod-02093,C,CRL-107,2025-09-29 23:16:00,2025-09-29 23:25:00,G
Prod-02094,C,CRL-101,2025-09-30 3:14:00,2025-09-30 3:22:00,B
Prod-02095,C,CRL-106,2025-09-30 6:34:00,2025-09-30 6:43:00,G
Prod-02096,C,CRL-105,2025-09-30 10:45:00,2025-09-30 11:03:00,G
Prod-02099,C,CRL-106,2025-09-30 19:02:00,2025-09-30 19:18:00,G
Prod-02100,C,CRL-106,2025-09-30 23:20:00,2025-09-30 23:32:00,G
Prod-02101,C,CRL-106,2025-10-01 2:12:00,2025-10-01 2:18:00,G
Prod-02102,C,CRL-105,2025-10-01 5:28:00,2025-10-01 5:36:00,G
Prod-02103,C,CRL-107,2025-10-01 10:01:00,2025-10-01 10:10:00,G
Prod-02104,C,CRL-103,2025-10-01 13:39:00,2025-10-01 13:47:00,G
Prod-02105,C,CRL-106,2025-10-01 16:53:00,2025-10-01 17:03:00,B
Prod-02106,C,CRL-107,2025-10-01 20:53:00,2025-10-01 20:58:00,G
Prod-02107,C,CRL-105,2025-10-01 23:51:00,2025-10-02 0:11:00,G
Prod-02108,C,CRL-104,2025-10-02 3:25:00,2025-10-02 3:30:00,G
Prod-02109,C,CRL-102,2025-10-02 6:30:00,2025-10-02 6:46:00,G
Prod-02110,C,CRL-106,2025-10-02 9:25:00,2025-10-02 9:40:00,G
Prod-02112,C,CRL-101,2025-10-02 13:46:00,2025-10-02 14:03:00,G
Prod-02113,C,CRL-104,2025-10-02 17:48:00,2025-10-02 17:55:00,R
Prod-02113,C,CRL-101,2025-10-02 17:55:00,2025-10-02 18:06:00,G
Prod-02114,C,CRL-107,2025-10-02 20:03:00,2025-10-02 20:23:00,B
Prod-02115,C,CRL-107,2025-10-02 23:03:00,2025-10-02 23:12:00,G
Prod-02116,C,CRL-103,2025-10-03 2:11:00,2025-10-03 2:24:00,G
Prod-02118,C,CRL-107,2025-10-03 6:58:00,2025-10-03 7:10:00,G
Prod-02119,C,CRL-105,2025-10-03 9:51:00,2025-10-03 9:57:00,G
Prod-02120,C,CRL-102,2025-10-03 13:17:00,2025-10-03 13:24:00,G
Prod-02121,C,CRL-102,2025-10-03 16:35:00,2025-10-03 16:55:00,G
Prod-02122,C,CRL-103,2025-10-03 20:12:00,2025-10-03 20:31:00,G
Prod-02123,C,CRL-106,2025-10-03 22:50:00,2025-10-03 22:59:00,B
Prod-02124,C,CRL-101,2025-10-04 1:09:00,2025-10-04 1:20:00,G
Prod-02127,C,CRL-101,2025-10-04 9:50:00,2025-10-04 10:08:00,G
Prod-02128,C,CRL-103,2025-10-04 13:00:00,2025-10-04 13:18:00,G
Prod-02129,C,CRL-101,2025-10-04 15:20:00,2025-10-04 15:34:00,G
Prod-02130,C,CRL-107,2025-10-04 17:41:00,2025-10-04 17:58:00,G
Prod-02131,C,CRL-107,2025-10-04 20:50:00,2025-10-04 21:04:00,G
Prod-02132,C,CRL-107,2025-10-05 0:34:00,2025-10-05 0:53:00,G
Prod-02133,C,CRL-105,2025-10-05 2:27:00,2025-10-05 2:43:00,G
Prod-02134,C,CRL-103,2025-10-05 5:12:00,2025-10-05 5:25:00,G
Prod-02135,C,CRL-106,2025-10-05 7:41:00,2025-10-05 7:55:00,G
Prod-02136,C,CRL-102,2025-10-05 10:25:00,2025-10-05 10:41:00,G
Prod-02137,C,CRL-105,2025-10-05 13:09:00,2025-10-05 13:29:00,B
Prod-02138,C,CRL-105,2025-10-05 16:06:00,2025-10-05 16:19:00,G
Prod-02139,C,CRL-106,2025-10-05 18:30:00,2025-10-05 18:49:00,R
Prod-02139,C,CRL-104,2025-10-05 18:49:00,2025-10-05 19:02:00,R
Prod-02139,C,CRL-106,2025-10-05 19:02:00,2025-10-05 19:10:00,G
Prod-02140,C,CRL-104,2025-10-05 21:45:00,2025-10-05 21:50:00,G
Prod-02141,C,CRL-104,2025-10-06 1:16:00,2025-10-06 1:32:00,G
Prod-02142,C,CRL-104,2025-10-06 5:49:00,2025-10-06 5:58:00,G
Prod-02143,C,CRL-105,2025-10-06 9:46:00,2025-10-06 9:53:00,G
Prod-02145,C,CRL-104,2025-10-06 14:08:00,2025-10-06 14:15:00,G
Prod-02147,C,CRL-105,2025-10-06 18:17:00,2025-10-06 18:32:00,G
Prod-02148,C,CRL-105,2025-10-06 23:10:00,2025-10-06 23:16:00,B
Prod-02149,C,CRL-102,2025-10-07 1:22:00,2025-10-07 1:27:00,G
Prod-02150,C,CRL-107,2025-10-07 5:13:00,2025-10-07 5:27:00,G
Prod-02151,C,CRL-107,2025-10-07 9:08:00,2025-10-07 9:28:00,G
Prod-02153,C,CRL-101,2025-10-07 15:04:00,2025-10-07 15:14:00,G
Prod-02155,C,CRL-106,2025-10-07 22:34:00,2025-10-07 22:41:00,G
Prod-02156,C,CRL-105,2025-10-08 2:00:00,2025-10-08 2:17:00,G
Prod-02158,C,CRL-107,2025-10-08 8:31:00,2025-10-08 8:37:00,R
Prod-02158,C,CRL-103,2025-10-08 8:37:00,2025-10-08 8:48:00,G
Prod-02159,C,CRL-101,2025-10-08 12:19:00,2025-10-08 12:25:00,G
Prod-02160,C,CRL-101,2025-10-08 14:57:00,2025-10-08 15:03:00,G
Prod-02161,C,CRL-102,2025-10-08 18:05:00,2025-10-08 18:12:00,G
Prod-02162,C,CRL-104,2025-10-08 20:07:00,2025-10-08 20:26:00,G
Prod-02163,C,CRL-103,2025-10-09 0:45:00,2025-10-09 1:04:00,G
Prod-02164,C,CRL-105,2025-10-09 4:15:00,2025-10-09 4:21:00,G
Prod-02165,C,CRL-101,2025-10-09 7:17:00,2025-10-09 7:28:00,G
Prod-02166,C,CRL-102,2025-10-09 10:05:00,2025-10-09 10:13:00,G
Prod-02167,C,CRL-107,2025-10-09 12:51:00,2025-10-09 13:07:00,G
Prod-02168,C,CRL-104,2025-10-09 16:31:00,2025-10-09 16:50:00,G
Prod-02169,C,CRL-101,2025-10-09 20:45:00,2025-10-09 21:02:00,G
Prod-02170,C,CRL-107,2025-10-09 23:42:00,2025-10-09 23:59:00,G
Prod-02171,C,CRL-101,2025-10-10 2:22:00,2025-10-10 2:38:00,G
Prod-02172,C,CRL-107,2025-10-10 6:03:00,2025-10-10 6:18:00,B
Prod-02173,C,CRL-106,2025-10-10 8:52:00,2025-10-10 9:06:00,G
Prod-02174,C,CRL-103,2025-10-10 12:28:00,2025-10-10 12:36:00,G
Prod-02177,C,CRL-105,2025-10-10 20:02:00,2025-10-10 20:10:00,G
Prod-02178,C,CRL-102,2025-10-10 23:31:00,2025-10-10 23:47:00,G
Prod-02179,C,CRL-102,2025-10-11 2:27:00,2025-10-11 2:41:00,G
Prod-02180,C,CRL-102,2025-10-11 5:56:00,2025-10-11 6:08:00,G
Prod-02181,C,CRL-101,2025-10-11 9:50:00,2025-10-11 10:10:00,G
Prod-02182,C,CRL-103,2025-10-11 13:24:00,2025-10-11 13:41:00,B
Prod-02183,C,CRL-104,2025-10-11 16:12:00,2025-10-11 16:24:00,R
Prod-02183,C,CRL-102,2025-10-11 16:24:00,2025-10-11 16:32:00,G
Prod-02184,C,CRL-107,2025-10-11 19:37:00,2025-10-11 19:55:00,G
Prod-02185,C,CRL-105,2025-10-11 23:06:00,2025-10-11 23:21:00,G
Prod-02186,C,CRL-101,2025-10-12 1:41:00,2025-10-12 1:56:00,G
Prod-02187,C,CRL-103,2025-10-12 4:56:00,2025-10-12 5:12:00,R
Prod-02187,C,CRL-106,2025-10-12 5:12:00,2025-10-12 5:30:00,G
Prod-02188,C,CRL-107,2025-10-12 7:48:00,2025-10-12 8:05:00,G
Prod-02189,C,CRL-105,2025-10-12 11:37:00,2025-10-12 11:55:00,G
Prod-02190,C,CRL-101,2025-10-12 15:23:00,2025-10-12 15:35:00,R
Prod-02190,C,CRL-107,2025-10-12 15:35:00,2025-10-12 15:48:00,B
Prod-02191,C,CRL-105,2025-10-12 18:07:00,2025-10-12 18:21:00,G
Prod-02192,C,CRL-103,2025-10-12 21:04:00,2025-10-12 21:20:00,R
Prod-02192,C,CRL-102,2025-10-12 21:20:00,2025-10-12 21:29:00,R
Prod-02192,C,CRL-102,2025-10-12 21:29:00,2025-10-12 21:48:00,G
Prod-02194,C,CRL-103,2025-10-13 3:08:00,2025-10-13 3:22:00,G
Prod-02197,C,CRL-106,2025-10-13 10:29:00,2025-10-13 10:49:00,G
Prod-02198,C,CRL-103,2025-10-13 13:06:00,2025-10-13 13:21:00,R
Prod-02198,C,CRL-103,2025-10-13 13:21:00,2025-10-13 13:28:00,G
Prod-02199,C,CRL-102,2025-10-13 16:49:00,2025-10-13 17:03:00,G
Prod-02200,C,CRL-105,2025-10-13 19:48:00,2025-10-13 20:08:00,G
Prod-02201,C,CRL-104,2025-10-14 0:16:00,2025-10-14 0:36:00,G
Prod-02202,C,CRL-107,2025-10-14 3:49:00,2025-10-14 4:06:00,B
Prod-02203,C,CRL-107,2025-10-14 7:23:00,2025-10-14 7:30:00,G
Prod-02204,C,CRL-102,2025-10-14 9:52:00,2025-10-14 10:12:00,G
Prod-02205,C,CRL-107,2025-10-14 12:33:00,2025-10-14 12:47:00,G
Prod-02206,C,CRL-107,2025-10-14 16:14:00,2025-10-14 16:28:00,G
Prod-02207,C,CRL-104,2025-10-14 19:01:00,2025-10-14 19:10:00,G
Prod-02208,C,CRL-107,2025-10-14 22:31:00,2025-10-14 22:43:00,G
Prod-02209,C,CRL-101,2025-10-15 1:13:00,2025-10-15 1:26:00,G
Prod-02210,C,CRL-102,2025-10-15 4:12:00,2025-10-15 4:20:00,G
Prod-02211,C,CRL-106,2025-10-15 7:39:00,2025-10-15 7:59:00,G
Prod-02212,C,CRL-104,2025-10-15 10:39:00,2025-10-15 10:56:00,G
Prod-02213,C,CRL-101,2025-10-15 14:27:00,2025-10-15 14:38:00,G
Prod-02214,C,CRL-104,2025-10-15 18:32:00,2025-10-15 18:47:00,G
Prod-02215,C,CRL-102,2025-10-15 22:12:00,2025-10-15 22:31:00,G
Prod-02216,C,CRL-106,2025-10-16 1:30:00,2025-10-16 1:47:00,B
Prod-02217,C,CRL-105,2025-10-16 3:26:00,2025-10-16 3:31:00,B
Prod-02218,C,CRL-107,2025-10-16 7:25:00,2025-10-16 7:43:00,G
Prod-02219,C,CRL-107,2025-10-16 9:59:00,2025-10-16 10:05:00,G
Prod-02220,C,CRL-107,2025-10-16 13:27:00,2025-10-16 13:46:00,G
Prod-02221,C,CRL-102,2025-10-16 17:55:00,2025-10-16 18:01:00,G
Prod-02222,C,CRL-101,2025-10-16 20:50:00,2025-10-16 21:06:00,G
Prod-02223,C,CRL-105,2025-10-16 23:45:00,2025-10-16 23:57:00,G
Prod-02224,C,CRL-107,2025-10-17 2:37:00,2025-10-17 2:42:00,G
Prod-02225,C,CRL-103,2025-10-17 4:29:00,2025-10-17 4:46:00,G
Prod-02226,C,CRL-104,2025-10-17 8:42:00,2025-10-17 8:55:00,G
Prod-02227,C,CRL-104,2025-10-17 11:41:00,2025-10-17 11:57:00,G
Prod-02229,C,CRL-107,2025-10-17 17:18:00,2025-10-17 17:24:00,R
Prod-02229,C,CRL-103,2025-10-17 17:24:00,2025-10-17 17:36:00,G
Prod-02230,C,CRL-104,2025-10-17 22:05:00,2025-10-17 22:22:00,G
Prod-02231,C,CRL-105,2025-10-18 0:24:00,2025-10-18 0:35:00,G
Prod-02232,C,CRL-107,2025-10-18 2:39:00,2025-10-18 2:57:00,G
Prod-02233,C,CRL-104,2025-10-18 6:18:00,2025-10-18 6:26:00,G
Prod-02234,C,CRL-106,2025-10-18 9:54:00,2025-10-18 10:10:00,G
Prod-02235,C,CRL-107,2025-10-18 13:09:00,2025-10-18 13:19:00,G
Prod-02236,C,CRL-102,2025-10-18 15:41:00,2025-10-18 15:47:00,G
Prod-02237,C,CRL-102,2025-10-18 17:07:00,2025-10-18 17:12:00,G
Prod-02240,C,CRL-101,2025-10-18 22:30:00,2025-10-18 22:39:00,G
Prod-02241,C,CRL-104,2025-10-19 0:58:00,2025-10-19 1:11:00,G
Prod-02243,C,CRL-107,2025-10-19 7:24:00,2025-10-19 7:42:00,G
Prod-02244,C,CRL-101,2025-10-19 10:11:00,2025-10-19 10:19:00,G
Prod-02245,C,CRL-103,2025-10-19 14:43:00,2025-10-19 14:58:00,G
Prod-02246,C,CRL-106,2025-10-19 18:22:00,2025-10-19 18:35:00,G
Prod-02247,C,CRL-107,2025-10-19 21:05:00,2025-10-19 21:14:00,G
Prod-02248,C,CRL-102,2025-10-20 1:03:00,2025-10-20 1:19:00,G
Prod-02249,C,CRL-106,2025-10-20 4:04:00,2025-10-20 4:16:00,R
Prod-02249,C,CRL-107,2025-10-20 4:16:00,2025-10-20 4:32:00,G
Prod-02251,C,CRL-102,2025-10-20 8:22:00,2025-10-20 8:42:00,G
Prod-02252,C,CRL-101,2025-10-20 11:03:00,2025-10-20 11:16:00,G
Prod-02253,C,CRL-102,2025-10-20 14:56:00,2025-10-20 15:07:00,G
Prod-02254,C,CRL-107,2025-10-20 17:42:00,2025-10-20 17:53:00,G
Prod-02255,C,CRL-102,2025-10-20 20:52:00,2025-10-20 21:05:00,G
Prod-02256,C,CRL-103,2025-10-20 23:54:00,2025-10-21 0:09:00,G
Prod-02257,C,CRL-101,2025-10-21 3:21:00,2025-10-21 3:39:00,B
Prod-02258,C,CRL-107,2025-10-21 5:05:00,2025-10-21 5:24:00,G
Prod-02259,C,CRL-103,2025-10-21 9:56:00,2025-10-21 10:08:00,G
Prod-02260,C,CRL-104,2025-10-21 12:44:00,2025-10-21 12:53:00,G
Prod-02261,C,CRL-102,2025-10-21 16:26:00,2025-10-21 16:37:00,G
Prod-02262,C,CRL-104,2025-10-21 19:18:00,2025-10-21 19:29:00,G
Prod-02263,C,CRL-105,2025-10-21 22:27:00,2025-10-21 22:41:00,G
Prod-02264,C,CRL-107,2025-10-22 1:43:00,2025-10-22 2:02:00,G
Prod-02265,C,CRL-103,2025-10-22 6:07:00,2025-10-22 6:16:00,G
Prod-02266,C,CRL-104,2025-10-22 8:29:00,2025-10-22 8:36:00,G
Prod-02267,C,CRL-101,2025-10-22 11:47:00,2025-10-22 12:01:00,B
Prod-02268,C,CRL-102,2025-10-22 14:08:00,2025-10-22 14:18:00,G
Prod-02270,C,CRL-106,2025-10-22 21:20:00,2025-10-22 21:25:00,G
Prod-02272,C,CRL-101,2025-10-23 4:07:00,2025-10-23 4:13:00,G
Prod-02273,C,CRL-105,2025-10-23 6:25:00,2025-10-23 6:38:00,G
Prod-02274,C,CRL-103,2025-10-23 8:11:00,2025-10-23 8:26:00,G
Prod-02275,C,CRL-104,2025-10-23 11:18:00,2025-10-23 11:36:00,G
Prod-02276,C,CRL-107,2025-10-23 13:46:00,2025-10-23 13:56:00,B
Prod-02277,C,CRL-107,2025-10-23 16:10:00,2025-10-23 16:20:00,G
Prod-02278,C,CRL-101,2025-10-23 19:28:00,2025-10-23 19:40:00,G
Prod-02279,C,CRL-102,2025-10-23 22:43:00,2025-10-23 22:54:00,G
Prod-02280,C,CRL-102,2025-10-24 1:24:00,2025-10-24 1:34:00,G
Prod-02281,C,CRL-103,2025-10-24 4:03:00,2025-10-24 4:15:00,G
Prod-02282,C,CRL-101,2025-10-24 6:58:00,2025-10-24 7:13:00,G
Prod-02283,C,CRL-107,2025-10-24 11:20:00,2025-10-24 11:27:00,G
Prod-02284,C,CRL-106,2025-10-24 13:43:00,2025-10-24 13:56:00,G
Prod-02285,C,CRL-105,2025-10-24 16:03:00,2025-10-24 16:23:00,G
Prod-02286,C,CRL-106,2025-10-24 20:01:00,2025-10-24 20:12:00,G
Prod-02287,C,CRL-106,2025-10-24 23:34:00,2025-10-24 23:47:00,G
Prod-02288,C,CRL-102,2025-10-25 2:08:00,2025-10-25 2:20:00,R
Prod-02288,C,CRL-103,2025-10-25 2:20:00,2025-10-25 2:39:00,B
Prod-02291,C,CRL-101,2025-10-25 13:16:00,2025-10-25 13:23:00,G
Prod-02292,C,CRL-104,2025-10-25 16:29:00,2025-10-25 16:44:00,G
Prod-02293,C,CRL-101,2025-10-25 18:57:00,2025-10-25 19:06:00,B
Prod-02294,C,CRL-102,2025-10-25 23:43:00,2025-10-25 23:59:00,G
Prod-02295,C,CRL-107,2025-10-26 3:05:00,2025-10-26 3:23:00,G
Prod-02296,C,CRL-106,2025-10-26 7:02:00,2025-10-26 7:20:00,G
Prod-02297,C,CRL-102,2025-10-26 10:25:00,2025-10-26 10:39:00,G
Prod-02298,C,CRL-106,2025-10-26 14:11:00,2025-10-26 14:25:00,G
Prod-02299,C,CRL-105,2025-10-26 17:54:00,2025-10-26 18:14:00,G
Prod-02300,C,CRL-105,2025-10-26 22:09:00,2025-10-26 22:22:00,G
Prod-02301,C,CRL-104,2025-10-27 2:24:00,2025-10-27 2:43:00,G
Prod-02302,C,CRL-104,2025-10-27 5:08:00,2025-10-27 5:27:00,G
Prod-02303,C,CRL-101,2025-10-27 9:32:00,2025-10-27 9:45:00,G
Prod-02304,C,CRL-107,2025-10-27 13:21:00,2025-10-27 13:37:00,G
Prod-02305,C,CRL-106,2025-10-27 15:46:00,2025-10-27 16:05:00,G
Prod-02306,C,CRL-104,2025-10-27 19:45:00,2025-10-27 20:01:00,G
Prod-02307,C,CRL-104,2025-10-27 23:38:00,2025-10-27 23:52:00,G
Prod-02308,C,CRL-107,2025-10-28 1:50:00,2025-10-28 1:56:00,G
Prod-02309,C,CRL-105,2025-10-28 5:15:00,2025-10-28 5:31:00,G
Prod-02310,C,CRL-103,2025-10-28 8:20:00,2025-10-28 8:33:00,G
Prod-02311,C,CRL-103,2025-10-28 12:44:00,2025-10-28 13:00:00,G
Prod-02312,C,CRL-101,2025-10-28 16:53:00,2025-10-28 17:08:00,G
Prod-02313,C,CRL-103,2025-10-28 19:21:00,2025-10-28 19:27:00,G
Prod-02314,C,CRL-106,2025-10-28 22:39:00,2025-10-28 22:51:00,G
Prod-02315,C,CRL-103,2025-10-29 1:54:00,2025-10-29 2:12:00,G
Prod-02316,C,CRL-107,2025-10-29 4:53:00,2025-10-29 4:58:00,G
Prod-02317,C,CRL-101,2025-10-29 7:41:00,2025-10-29 7:58:00,G
Prod-02318,C,CRL-105,2025-10-29 9:57:00,2025-10-29 10:14:00,G
Prod-02319,C,CRL-104,2025-10-29 13:33:00,2025-10-29 13:41:00,G
Prod-02320,C,CRL-103,2025-10-29 16:51:00,2025-10-29 17:03:00,G
Prod-02321,C,CRL-105,2025-10-29 20:52:00,2025-10-29 21:01:00,G
Prod-02322,C,CRL-106,2025-10-29 23:25:00,2025-10-29 23:44:00,G
Prod-02323,C,CRL-101,2025-10-30 2:14:00,2025-10-30 2:33:00,G
Prod-02325,C,CRL-107,2025-10-30 9:15:00,2025-10-30 9:22:00,G
Prod-02327,C,CRL-107,2025-10-30 13:18:00,2025-10-30 13:29:00,G
Prod-02329,C,CRL-103,2025-10-30 20:04:00,2025-10-30 20:19:00,G
Prod-02330,C,CRL-104,2025-10-30 22:52:00,2025-10-30 23:10:00,G
Prod-02331,C,CRL-104,2025-10-31 3:19:00,2025-10-31 3:37:00,G
Prod-02333,C,CRL-103,2025-10-31 10:25:00,2025-10-31 10:35:00,G
Prod-02334,C,CRL-101,2025-10-31 13:07:00,2025-10-31 13:25:00,G
Prod-02335,C,CRL-105,2025-10-31 16:36:00,2025-10-31 16:49:00,G
Prod-02337,C,CRL-104,2025-10-31 22:13:00,2025-10-31 22:27:00,G
Prod-02338,C,CRL-102,2025-11-01 0:45:00,2025-11-01 0:50:00,G
Prod-02339,C,CRL-106,2025-11-01 5:20:00,2025-11-01 5:39:00,B
Prod-02341,C,CRL-102,2025-11-01 11:47:00,2025-11-01 12:04:00,R
Prod-02341,C,CRL-102,2025-11-01 12:04:00,2025-11-01 12:09:00,G
Prod-02342,C,CRL-101,2025-11-01 15:00:00,2025-11-01 15:14:00,G
Prod-02343,C,CRL-105,2025-11-01 18:15:00,2025-11-01 18:28:00,G
Prod-02344,C,CRL-105,2025-11-01 23:03:00,2025-11-01 23:15:00,G
Prod-02345,C,CRL-107,2025-11-02 1:54:00,2025-11-02 2:03:00,G
Prod-02346,C,CRL-103,2025-11-02 4:30:00,2025-11-02 4:48:00,G
Prod-02347,C,CRL-104,2025-11-02 7:06:00,2025-11-02 7:22:00,G
Prod-02348,C,CRL-107,2025-11-02 10:21:00,2025-11-02 10:28:00,G
Prod-02349,C,CRL-107,2025-11-02 13:47:00,2025-11-02 13:54:00,G
Prod-02350,C,CRL-102,2025-11-02 17:37:00,2025-11-02 17:43:00,G
Prod-02352,C,CRL-103,2025-11-02 22:06:00,2025-11-02 22:19:00,G
Prod-02353,C,CRL-103,2025-11-03 1:29:00,2025-11-03 1:43:00,G
Prod-02354,C,CRL-107,2025-11-03 4:17:00,2025-11-03 4:24:00,G
Prod-02355,C,CRL-104,2025-11-03 8:10:00,2025-11-03 8:25:00,G
Prod-02356,C,CRL-102,2025-11-03 10:44:00,2025-11-03 11:01:00,G
Prod-02357,C,CRL-103,2025-11-03 12:29:00,2025-11-03 12:45:00,G
Prod-02359,C,CRL-105,2025-11-03 20:02:00,2025-11-03 20:07:00,G
Prod-02360,C,CRL-102,2025-11-03 22:40:00,2025-11-03 22:49:00,G
Prod-02361,C,CRL-106,2025-11-04 0:27:00,2025-11-04 0:35:00,G
Prod-02363,C,CRL-102,2025-11-04 6:55:00,2025-11-04 7:08:00,G
Prod-02364,C,CRL-101,2025-11-04 11:01:00,2025-11-04 11:20:00,G
Prod-02365,C,CRL-101,2025-11-04 14:18:00,2025-11-04 14:37:00,G
Prod-02366,C,CRL-105,2025-11-04 18:23:00,2025-11-04 18:37:00,G
Prod-02367,C,CRL-105,2025-11-04 22:16:00,2025-11-04 22:35:00,G
Prod-02368,C,CRL-101,2025-11-05 2:43:00,2025-11-05 2:53:00,G
Prod-02369,C,CRL-103,2025-11-05 6:52:00,2025-11-05 7:11:00,G
Prod-02370,C,CRL-101,2025-11-05 10:08:00,2025-11-05 10:15:00,G
Prod-02371,C,CRL-106,2025-11-05 12:58:00,2025-11-05 13:16:00,G
Prod-02373,C,CRL-101,2025-11-05 18:20:00,2025-11-05 18:27:00,G
Prod-02374,C,CRL-103,2025-11-05 22:29:00,2025-11-05 22:40:00,G
Prod-02375,C,CRL-101,2025-11-06 0:46:00,2025-11-06 1:06:00,G
Prod-02376,C,CRL-106,2025-11-06 5:06:00,2025-11-06 5:20:00,G
Prod-02378,C,CRL-103,2025-11-06 10:04:00,2025-11-06 10:09:00,G
Prod-02379,C,CRL-107,2025-11-06 14:03:00,2025-11-06 14:10:00,G
Prod-02380,C,CRL-105,2025-11-06 17:10:00,2025-11-06 17:29:00,G
Prod-02381,C,CRL-107,2025-11-06 20:07:00,2025-11-06 20:18:00,G
Prod-02382,C,CRL-106,2025-11-07 0:29:00,2025-11-07 0:43:00,G
Prod-02383,C,CRL-102,2025-11-07 4:38:00,2025-11-07 4:43:00,G
Prod-02385,C,CRL-101,2025-11-07 10:15:00,2025-11-07 10:28:00,G
Prod-02386,C,CRL-102,2025-11-07 12:20:00,2025-11-07 12:35:00,G
Prod-02389,C,CRL-102,2025-11-07 22:00:00,2025-11-07 22:16:00,G
Prod-02390,C,CRL-104,2025-11-08 1:46:00,2025-11-08 1:54:00,G
Prod-02392,C,CRL-103,2025-11-08 8:24:00,2025-11-08 8:35:00,G
Prod-02393,C,CRL-101,2025-11-08 12:15:00,2025-11-08 12:30:00,B
Prod-02394,C,CRL-105,2025-11-08 15:32:00,2025-11-08 15:48:00,B
Prod-02395,C,CRL-105,2025-11-08 18:05:00,2025-11-08 18:17:00,G
Prod-02397,C,CRL-101,2025-11-09 1:06:00,2025-11-09 1:22:00,G
Prod-02399,C,CRL-106,2025-11-09 6:11:00,2025-11-09 6:30:00,G
Prod-02400,C,CRL-103,2025-11-09 9:19:00,2025-11-09 9:26:00,G
Prod-02402,C,CRL-104,2025-11-09 15:56:00,2025-11-09 16:15:00,G
Prod-02403,C,CRL-103,2025-11-09 18:57:00,2025-11-09 19:04:00,G
Prod-02404,C,CRL-102,2025-11-09 21:24:00,2025-11-09 21:32:00,G
Prod-02405,C,CRL-106,2025-11-09 23:21:00,2025-11-09 23:31:00,G
Prod-02406,C,CRL-107,2025-11-10 1:25:00,2025-11-10 1:32:00,B
Prod-02407,C,CRL-105,2025-11-10 3:32:00,2025-11-10 3:40:00,G
Prod-02408,C,CRL-107,2025-11-10 5:50:00,2025-11-10 6:10:00,G
Prod-02409,C,CRL-105,2025-11-10 8:51:00,2025-11-10 8:57:00,G
Prod-02410,C,CRL-106,2025-11-10 11:35:00,2025-11-10 11:54:00,B
Prod-02411,C,CRL-101,2025-11-10 15:44:00,2025-11-10 15:50:00,B
Prod-02412,C,CRL-106,2025-11-10 19:48:00,2025-11-10 19:58:00,G
Prod-02414,C,CRL-106,2025-11-11 0:14:00,2025-11-11 0:30:00,G
Prod-02415,C,CRL-105,2025-11-11 3:30:00,2025-11-11 3:35:00,G
Prod-02417,C,CRL-103,2025-11-11 9:39:00,2025-11-11 9:54:00,G
