제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-01239,C,CRL-106,2025-01-07 03:21:07.439332,2025-01-07 03:33:44.116714,G
Prod-01234,C,CRL-102,2025-01-07 03:23:35.706139,2025-01-07 03:35:50.670110,G
Prod-01235,C,CRL-104,2025-01-07 03:33:01.653808,2025-01-07 03:41:44.274497,G
Prod-01241,C,CRL-103,2025-01-07 03:33:32.344035,2025-01-07 03:49:57.264470,G
Prod-01236,C,CRL-105,2025-01-07 03:37:06.617867,2025-01-07 03:50:43.157139,B
Prod-01248,C,CRL-106,2025-01-07 03:38:00.068371,2025-01-07 03:43:10.755728,G
Prod-01246,C,CRL-101,2025-01-07 03:47:16.406381,2025-01-07 03:54:52.784693,B
Prod-01252,C,CRL-106,2025-01-07 03:58:07.664084,2025-01-07 04:11:24.494086,R
Prod-01244,C,CRL-107,2025-01-07 04:00:36.855177,2025-01-07 04:08:15.916009,B
Prod-01250,C,CRL-104,2025-01-07 04:03:09.291393,2025-01-07 04:09:00.873194,G
Prod-01252,C,CRL-103,2025-01-07 04:11:24.494086,2025-01-07 04:27:20.496361,G
Prod-01256,C,CRL-104,2025-01-07 04:11:39.019983,2025-01-07 04:26:21.901434,G
Prod-01253,C,CRL-105,2025-01-07 04:26:35.604606,2025-01-07 04:33:46.788113,B
Prod-01259,C,CRL-103,2025-01-07 04:32:38.382413,2025-01-07 04:48:47.084527,G
Prod-01260,C,CRL-105,2025-01-07 04:33:46.788113,2025-01-07 04:52:24.634512,G
Prod-01249,C,CRL-102,2025-01-07 04:40:12.798069,2025-01-07 04:53:15.767845,G
Prod-01257,C,CRL-106,2025-01-07 04:43:24.676430,2025-01-07 04:52:05.115477,G
Prod-01254,C,CRL-101,2025-01-07 04:44:46.444483,2025-01-07 04:57:49.733280,G
Prod-01261,C,CRL-103,2025-01-07 04:48:47.084527,2025-01-07 05:04:19.801111,G
Prod-01258,C,CRL-104,2025-01-07 04:49:12.324347,2025-01-07 04:55:06.882341,G
Prod-01263,C,CRL-105,2025-01-07 04:52:24.634512,2025-01-07 05:07:57.162931,G
Prod-01266,C,CRL-104,2025-01-07 04:58:45.689249,2025-01-07 05:11:59.465332,G
Prod-01264,C,CRL-102,2025-01-07 05:35:57.003428,2025-01-07 05:55:22.658226,G
Prod-01267,C,CRL-101,2025-01-07 05:51:19.825091,2025-01-07 06:09:41.443541,G
Prod-01255,C,CRL-107,2025-01-07 05:55:06.959860,2025-01-07 06:04:35.256114,G
Prod-01273,C,CRL-102,2025-01-07 05:55:22.658226,2025-01-07 06:11:30.423021,G
Prod-01262,C,CRL-106,2025-01-07 05:56:47.765543,2025-01-07 06:14:12.324283,B
Prod-01278,C,CRL-102,2025-01-07 06:22:46.571020,2025-01-07 06:37:53.658052,G
Prod-01276,C,CRL-101,2025-01-07 06:45:00.026774,2025-01-07 06:59:56.867722,G
Prod-01275,C,CRL-107,2025-01-07 06:46:25.143163,2025-01-07 06:54:28.098319,G
Prod-01272,C,CRL-104,2025-01-07 06:48:03.287998,2025-01-07 06:58:36.714237,G
Prod-01282,C,CRL-104,2025-01-07 06:58:36.714237,2025-01-07 07:06:13.432677,G
Prod-01283,C,CRL-101,2025-01-07 06:59:56.867722,2025-01-07 07:07:01.216660,G
Prod-01268,C,CRL-103,2025-01-07 07:07:39.689942,2025-01-07 07:20:54.564010,G
Prod-01279,C,CRL-106,2025-01-07 07:21:27.350560,2025-01-07 07:29:58.191782,G
Prod-01270,C,CRL-105,2025-01-07 07:22:27.513365,2025-01-07 07:42:08.534166,G
Prod-01287,C,CRL-106,2025-01-07 07:29:58.191782,2025-01-07 07:39:23.818738,G
Prod-01285,C,CRL-101,2025-01-07 07:34:18.702865,2025-01-07 07:40:29.474405,B
Prod-01280,C,CRL-102,2025-01-07 08:08:28.814278,2025-01-07 08:20:29.343558,G
Prod-01292,C,CRL-105,2025-01-07 08:09:27.151096,2025-01-07 08:20:32.745319,G
Prod-01281,C,CRL-107,2025-01-07 08:16:53.407868,2025-01-07 08:25:11.992605,G
Prod-01295,C,CRL-107,2025-01-07 08:25:11.992605,2025-01-07 08:44:04.682339,G
Prod-01286,C,CRL-103,2025-01-07 08:36:57.524489,2025-01-07 08:55:23.451189,B
Prod-01284,C,CRL-104,2025-01-07 08:37:49.966052,2025-01-07 08:47:25.791450,G
Prod-01296,C,CRL-107,2025-01-07 08:44:04.682339,2025-01-07 08:51:34.222172,G
Prod-01297,C,CRL-104,2025-01-07 08:47:25.791450,2025-01-07 08:59:09.249018,G
Prod-01293,C,CRL-102,2025-01-07 08:50:00.597470,2025-01-07 09:07:12.612576,G
Prod-01299,C,CRL-103,2025-01-07 08:55:23.451189,2025-01-07 09:14:40.389972,G
Prod-01298,C,CRL-107,2025-01-07 09:06:13.690304,2025-01-07 09:22:12.565463,G
Prod-01291,C,CRL-101,2025-01-07 09:14:48.629124,2025-01-07 09:24:35.861425,G
Prod-01294,C,CRL-105,2025-01-07 09:22:55.980034,2025-01-07 09:32:50.250038,G
Prod-01304,C,CRL-105,2025-01-07 09:32:50.250038,2025-01-07 09:40:39.449107,G
Prod-01302,C,CRL-107,2025-01-07 09:41:51.803868,2025-01-07 09:48:01.928249,G
Prod-01290,C,CRL-106,2025-01-07 10:00:47.787234,2025-01-07 10:05:50.496882,G
Prod-01303,C,CRL-101,2025-01-07 10:08:09.390384,2025-01-07 10:14:54.909597,G
Prod-01301,C,CRL-102,2025-01-07 10:08:20.545333,2025-01-07 10:16:39.992295,R
Prod-01308,C,CRL-101,2025-01-07 10:14:54.909597,2025-01-07 10:33:34.832138,R
Prod-01301,C,CRL-103,2025-01-07 10:16:39.992295,2025-01-07 10:25:39.390304,G
Prod-01305,C,CRL-105,2025-01-07 10:27:58.142790,2025-01-07 10:37:46.791980,R
Prod-01308,C,CRL-102,2025-01-07 10:33:34.832138,2025-01-07 10:46:05.224243,G
Prod-01311,C,CRL-101,2025-01-07 10:33:34.832138,2025-01-07 10:41:22.030434,G
Prod-01305,C,CRL-107,2025-01-07 10:37:46.791980,2025-01-07 10:49:29.800806,G
Prod-01314,C,CRL-102,2025-01-07 10:46:07.862723,2025-01-07 10:51:08.137800,G
Prod-01312,C,CRL-105,2025-01-07 10:47:40.570283,2025-01-07 10:59:30.554410,G
Prod-01300,C,CRL-104,2025-01-07 10:47:41.140253,2025-01-07 10:57:54.425313,G
Prod-01315,C,CRL-107,2025-01-07 10:49:29.800806,2025-01-07 11:02:21.166710,B
Prod-01306,C,CRL-106,2025-01-07 10:56:05.512484,2025-01-07 11:02:45.025024,G
Prod-01316,C,CRL-102,2025-01-07 11:01:52.715890,2025-01-07 11:21:31.088371,B
Prod-01319,C,CRL-107,2025-01-07 11:16:45.844826,2025-01-07 11:31:17.879273,B
Prod-01309,C,CRL-103,2025-01-07 11:26:35.362251,2025-01-07 11:34:42.197631,G
Prod-01318,C,CRL-105,2025-01-07 11:28:41.926529,2025-01-07 11:38:44.632690,G
Prod-01313,C,CRL-101,2025-01-07 11:29:42.207929,2025-01-07 11:48:34.612957,G
Prod-01323,C,CRL-102,2025-01-07 11:29:42.494755,2025-01-07 11:46:01.871061,G
Prod-01324,C,CRL-107,2025-01-07 11:40:23.830594,2025-01-07 11:57:55.295242,G
Prod-01317,C,CRL-104,2025-01-07 11:47:25.632025,2025-01-07 11:56:28.400771,G
Prod-01321,C,CRL-106,2025-01-07 12:06:33.259204,2025-01-07 12:24:15.156697,B
Prod-01325,C,CRL-103,2025-01-07 12:16:54.936397,2025-01-07 12:33:31.207475,G
Prod-01332,C,CRL-106,2025-01-07 12:24:38.335774,2025-01-07 12:39:38.463985,G
Prod-01326,C,CRL-105,2025-01-07 12:42:40.245101,2025-01-07 13:00:08.211381,G
Prod-01328,C,CRL-101,2025-01-07 12:50:25.322882,2025-01-07 13:07:17.287577,G
Prod-01335,C,CRL-105,2025-01-07 13:00:08.211381,2025-01-07 13:05:39.721376,G
Prod-01327,C,CRL-102,2025-01-07 13:03:20.940923,2025-01-07 13:21:23.454053,G
Prod-01333,C,CRL-103,2025-01-07 13:08:29.127030,2025-01-07 13:22:42.358691,G
Prod-01336,C,CRL-105,2025-01-07 13:12:51.479925,2025-01-07 13:19:54.088446,G
Prod-01329,C,CRL-104,2025-01-07 13:22:38.498570,2025-01-07 13:36:21.484943,G
Prod-01337,C,CRL-101,2025-01-07 13:22:42.387186,2025-01-07 13:35:59.905268,G
Prod-01334,C,CRL-106,2025-01-07 13:31:57.950978,2025-01-07 13:38:41.425376,G
Prod-01341,C,CRL-103,2025-01-07 13:38:14.029640,2025-01-07 13:50:06.908474,G
Prod-01343,C,CRL-101,2025-01-07 13:42:35.365641,2025-01-07 13:59:21.362151,B
Prod-01339,C,CRL-102,2025-01-07 13:44:05.667294,2025-01-07 14:01:02.623419,G
Prod-01349,C,CRL-101,2025-01-07 13:59:21.362151,2025-01-07 14:09:15.381768,G
Prod-01331,C,CRL-107,2025-01-07 14:05:29.660117,2025-01-07 14:15:59.470456,G
Prod-01352,C,CRL-107,2025-01-07 14:15:59.470456,2025-01-07 14:27:50.000589,G
Prod-01351,C,CRL-101,2025-01-07 14:19:08.666041,2025-01-07 14:34:09.376120,G
Prod-01350,C,CRL-102,2025-01-07 14:36:09.039900,2025-01-07 14:43:47.139004,G
Prod-01356,C,CRL-102,2025-01-07 14:43:47.139004,2025-01-07 15:02:02.911043,G
Prod-01338,C,CRL-105,2025-01-07 14:44:52.936851,2025-01-07 15:02:31.032409,B
Prod-01347,C,CRL-106,2025-01-07 14:48:26.632669,2025-01-07 15:05:24.673683,G
Prod-01348,C,CRL-103,2025-01-07 15:06:13.220185,2025-01-07 15:19:11.049825,G
Prod-01345,C,CRL-104,2025-01-07 15:14:19.112306,2025-01-07 15:23:18.467931,G
Prod-01353,C,CRL-107,2025-01-07 15:25:24.727739,2025-01-07 15:43:57.567340,G
Prod-01358,C,CRL-102,2025-01-07 15:47:41.750938,2025-01-07 16:00:53.355792,G
Prod-01361,C,CRL-106,2025-01-07 16:09:03.421135,2025-01-07 16:27:36.089619,G
Prod-01355,C,CRL-101,2025-01-07 16:13:44.944029,2025-01-07 16:32:48.567950,G
Prod-01363,C,CRL-104,2025-01-07 16:15:45.774768,2025-01-07 16:22:51.450779,G
Prod-01366,C,CRL-104,2025-01-07 16:25:04.827460,2025-01-07 16:41:19.481544,R
Prod-01360,C,CRL-105,2025-01-07 16:38:37.633404,2025-01-07 16:57:13.621123,G
Prod-01366,C,CRL-106,2025-01-07 16:41:19.481544,2025-01-07 16:50:50.167020,B
Prod-01368,C,CRL-104,2025-01-07 16:41:19.481544,2025-01-07 16:46:28.354126,G
Prod-01370,C,CRL-106,2025-01-07 16:57:06.638193,2025-01-07 17:14:28.531400,G
Prod-01364,C,CRL-107,2025-01-07 17:05:41.736860,2025-01-07 17:25:18.555411,G
Prod-01369,C,CRL-104,2025-01-07 17:06:15.136401,2025-01-07 17:16:10.807922,G
Prod-01362,C,CRL-103,2025-01-07 17:19:27.910028,2025-01-07 17:27:18.894345,G
Prod-01367,C,CRL-101,2025-01-07 17:35:12.538158,2025-01-07 17:48:07.186664,G
Prod-01372,C,CRL-106,2025-01-07 17:36:47.741741,2025-01-07 17:53:33.952889,G
Prod-01365,C,CRL-102,2025-01-07 17:37:41.518158,2025-01-07 17:51:50.649589,G
Prod-01371,C,CRL-105,2025-01-07 17:46:26.370098,2025-01-07 18:00:38.002979,B
Prod-01376,C,CRL-103,2025-01-07 17:51:48.555012,2025-01-07 18:06:14.719429,G
Prod-01378,C,CRL-102,2025-01-07 17:51:50.649589,2025-01-07 18:03:51.664992,G
Prod-01379,C,CRL-106,2025-01-07 17:53:33.952889,2025-01-07 18:07:28.459860,G
Prod-01380,C,CRL-105,2025-01-07 18:00:38.002979,2025-01-07 18:11:39.449542,G
Prod-01377,C,CRL-101,2025-01-07 18:31:38.991795,2025-01-07 18:46:36.208318,G
Prod-01373,C,CRL-104,2025-01-07 18:33:26.683191,2025-01-07 18:47:06.784738,G
Prod-01374,C,CRL-107,2025-01-07 18:42:22.413069,2025-01-07 18:52:47.724862,G
Prod-01386,C,CRL-104,2025-01-07 18:49:47.808308,2025-01-07 18:59:39.794726,G
Prod-01387,C,CRL-107,2025-01-07 18:52:47.724862,2025-01-07 19:00:45.242733,G
Prod-01383,C,CRL-106,2025-01-07 19:03:53.580651,2025-01-07 19:11:15.779780,G
Prod-01392,C,CRL-106,2025-01-07 19:11:15.779780,2025-01-07 19:22:15.127105,G
Prod-01389,C,CRL-104,2025-01-07 19:21:54.284421,2025-01-07 19:30:36.578181,G
Prod-01393,C,CRL-106,2025-01-07 19:22:15.127105,2025-01-07 19:35:40.861913,G
Prod-01390,C,CRL-107,2025-01-07 19:23:44.290330,2025-01-07 19:31:11.358569,G
Prod-01395,C,CRL-107,2025-01-07 19:31:11.358569,2025-01-07 19:43:34.719781,G
Prod-01382,C,CRL-103,2025-01-07 19:33:10.918613,2025-01-07 19:41:37.078245,G
Prod-01385,C,CRL-101,2025-01-07 19:35:22.102513,2025-01-07 19:47:30.764995,G
Prod-01381,C,CRL-102,2025-01-07 19:38:04.390102,2025-01-07 19:56:18.656064,G
Prod-01394,C,CRL-104,2025-01-07 19:41:09.856388,2025-01-07 19:54:23.210437,G
Prod-01384,C,CRL-105,2025-01-07 19:46:12.340942,2025-01-07 19:51:49.024851,G
Prod-01396,C,CRL-106,2025-01-07 19:59:40.699128,2025-01-07 20:12:57.189548,G
Prod-01402,C,CRL-104,2025-01-07 20:13:30.828276,2025-01-07 20:31:18.154001,G
Prod-01397,C,CRL-103,2025-01-07 20:14:34.866007,2025-01-07 20:33:24.267270,G
Prod-01399,C,CRL-101,2025-01-07 20:29:57.406841,2025-01-07 20:49:04.484034,G
Prod-01400,C,CRL-105,2025-01-07 20:32:19.769461,2025-01-07 20:51:43.607625,G
Prod-01408,C,CRL-101,2025-01-07 20:49:04.484034,2025-01-07 21:02:06.478904,G
Prod-01407,C,CRL-103,2025-01-07 20:54:43.281521,2025-01-07 21:01:34.523107,G
Prod-01409,C,CRL-105,2025-01-07 21:06:07.041071,2025-01-07 21:17:13.966266,G
Prod-01398,C,CRL-107,2025-01-07 21:09:24.227523,2025-01-07 21:17:13.806840,G
Prod-01404,C,CRL-106,2025-01-07 21:35:45.411161,2025-01-07 21:41:06.783379,G
Prod-01415,C,CRL-106,2025-01-07 21:41:06.783379,2025-01-07 21:51:43.494517,G
Prod-01403,C,CRL-102,2025-01-07 21:41:12.974624,2025-01-07 22:01:02.552242,G
Prod-01414,C,CRL-105,2025-01-07 21:41:25.956116,2025-01-07 21:49:05.235426,G
Prod-01405,C,CRL-104,2025-01-07 21:46:01.978076,2025-01-07 22:03:48.105705,G
Prod-01412,C,CRL-107,2025-01-07 21:50:45.328364,2025-01-07 22:02:56.624483,G
Prod-01410,C,CRL-103,2025-01-07 21:55:20.086756,2025-01-07 22:03:09.508107,G
Prod-01419,C,CRL-102,2025-01-07 22:01:02.552242,2025-01-07 22:13:35.027561,G
Prod-01411,C,CRL-101,2025-01-07 22:12:29.176840,2025-01-07 22:29:26.979781,G
Prod-01416,C,CRL-105,2025-01-07 22:23:30.634675,2025-01-07 22:37:09.708191,G
Prod-01426,C,CRL-105,2025-01-07 22:46:08.947298,2025-01-07 23:02:54.259862,G
Prod-01425,C,CRL-101,2025-01-07 23:05:42.066747,2025-01-07 23:15:40.445970,G
Prod-01421,C,CRL-103,2025-01-07 23:08:55.535313,2025-01-07 23:26:07.481445,G
Prod-01417,C,CRL-106,2025-01-07 23:14:32.535861,2025-01-07 23:30:29.832420,G
Prod-01424,C,CRL-102,2025-01-07 23:19:42.955149,2025-01-07 23:28:11.798506,G
Prod-01431,C,CRL-102,2025-01-07 23:28:11.798506,2025-01-07 23:43:44.072892,G
Prod-01430,C,CRL-103,2025-01-07 23:29:41.595531,2025-01-07 23:41:59.690251,G
Prod-01432,C,CRL-106,2025-01-07 23:36:19.231577,2025-01-07 23:52:23.440581,G
Prod-01422,C,CRL-104,2025-01-07 23:36:52.351490,2025-01-07 23:52:29.187130,G
Prod-01429,C,CRL-101,2025-01-07 23:38:44.903402,2025-01-07 23:51:40.044609,G
Prod-01420,C,CRL-107,2025-01-07 23:51:54.807512,2025-01-08 00:00:44.704899,G
Prod-01434,C,CRL-102,2025-01-08 00:07:16.348249,2025-01-08 00:17:39.805963,G
Prod-01427,C,CRL-105,2025-01-08 00:14:00.377340,2025-01-08 00:29:21.026515,G
Prod-01439,C,CRL-104,2025-01-08 00:19:11.865485,2025-01-08 00:27:35.480339,G
Prod-01441,C,CRL-104,2025-01-08 00:27:35.480339,2025-01-08 00:45:40.317636,G
Prod-01440,C,CRL-107,2025-01-08 00:36:57.051839,2025-01-08 00:42:12.356901,R
Prod-01433,C,CRL-103,2025-01-08 00:37:08.125850,2025-01-08 00:46:51.879291,G
Prod-01440,C,CRL-102,2025-01-08 00:42:12.356901,2025-01-08 00:56:06.221487,G
Prod-01446,C,CRL-104,2025-01-08 00:45:40.317636,2025-01-08 01:00:27.069732,G
Prod-01447,C,CRL-103,2025-01-08 00:46:51.879291,2025-01-08 01:01:47.821409,G
Prod-01436,C,CRL-101,2025-01-08 00:50:48.214202,2025-01-08 01:00:48.505889,G
Prod-01438,C,CRL-106,2025-01-08 01:05:09.555245,2025-01-08 01:19:06.491163,G
Prod-01443,C,CRL-105,2025-01-08 01:08:16.519687,2025-01-08 01:17:59.048268,B
Prod-01445,C,CRL-107,2025-01-08 01:11:03.172493,2025-01-08 01:28:36.476052,G
Prod-01450,C,CRL-101,2025-01-08 01:16:17.612530,2025-01-08 01:28:25.911177,G
Prod-01449,C,CRL-104,2025-01-08 01:18:16.587097,2025-01-08 01:28:17.748789,G
Prod-01448,C,CRL-102,2025-01-08 01:46:02.189836,2025-01-08 01:55:25.618496,G
Prod-01451,C,CRL-103,2025-01-08 02:06:06.032148,2025-01-08 02:23:59.822090,G
Prod-01461,C,CRL-103,2025-01-08 02:23:59.822090,2025-01-08 02:41:21.218877,R
Prod-01459,C,CRL-107,2025-01-08 02:32:46.099610,2025-01-08 02:41:02.816174,G
Prod-01452,C,CRL-105,2025-01-08 02:38:50.285542,2025-01-08 02:44:56.349497,G
Prod-01461,C,CRL-107,2025-01-08 02:41:21.218877,2025-01-08 02:52:43.884028,G
Prod-01454,C,CRL-106,2025-01-08 02:43:23.017476,2025-01-08 02:51:29.239633,R
Prod-01454,C,CRL-104,2025-01-08 02:51:29.239633,2025-01-08 03:03:53.008523,G
Prod-01456,C,CRL-101,2025-01-08 02:53:23.992875,2025-01-08 03:10:21.181367,G
Prod-01466,C,CRL-104,2025-01-08 03:03:53.008523,2025-01-08 03:13:59.271525,G
Prod-01463,C,CRL-105,2025-01-08 03:14:03.119852,2025-01-08 03:33:12.923786,G
Prod-01467,C,CRL-101,2025-01-08 03:15:48.056701,2025-01-08 03:32:57.531918,G
Prod-01464,C,CRL-106,2025-01-08 03:30:01.888613,2025-01-08 03:49:24.035776,G
Prod-01462,C,CRL-103,2025-01-08 03:31:01.444448,2025-01-08 03:44:39.019332,G
Prod-01469,C,CRL-101,2025-01-08 03:32:57.531918,2025-01-08 03:42:07.907443,G
Prod-01470,C,CRL-105,2025-01-08 03:39:27.557895,2025-01-08 03:46:41.100998,G
Prod-01460,C,CRL-102,2025-01-08 03:49:35.122266,2025-01-08 03:58:13.208500,G
Prod-01473,C,CRL-105,2025-01-08 03:53:08.911850,2025-01-08 04:02:19.916515,G
Prod-01472,C,CRL-103,2025-01-08 03:58:42.638540,2025-01-08 04:09:11.098104,G
Prod-01465,C,CRL-107,2025-01-08 04:01:01.079010,2025-01-08 04:08:25.398606,B
Prod-01478,C,CRL-107,2025-01-08 04:24:50.522322,2025-01-08 04:31:34.594292,R
Prod-01468,C,CRL-104,2025-01-08 04:30:58.960263,2025-01-08 04:48:28.192029,B
Prod-01478,C,CRL-103,2025-01-08 04:31:34.594292,2025-01-08 04:50:06.668146,G
Prod-01479,C,CRL-107,2025-01-08 04:31:34.594292,2025-01-08 04:49:28.937284,G
Prod-01471,C,CRL-101,2025-01-08 04:31:54.480691,2025-01-08 04:39:18.374725,G
Prod-01481,C,CRL-104,2025-01-08 04:57:12.434288,2025-01-08 05:13:40.717712,G
Prod-01474,C,CRL-106,2025-01-08 05:05:46.262549,2025-01-08 05:11:57.869161,G
Prod-01480,C,CRL-101,2025-01-08 05:08:11.498662,2025-01-08 05:19:02.153390,G
Prod-01477,C,CRL-105,2025-01-08 05:13:20.364493,2025-01-08 05:25:22.188001,G
Prod-01476,C,CRL-102,2025-01-08 05:15:58.851540,2025-01-08 05:28:46.184351,G
Prod-01490,C,CRL-102,2025-01-08 05:28:46.184351,2025-01-08 05:37:06.359164,G
Prod-01482,C,CRL-107,2025-01-08 05:31:06.092452,2025-01-08 05:47:52.108488,G
Prod-01492,C,CRL-107,2025-01-08 05:47:52.108488,2025-01-08 06:00:00.106290,R
Prod-01487,C,CRL-104,2025-01-08 05:50:12.785058,2025-01-08 06:07:04.602572,G
Prod-01489,C,CRL-105,2025-01-08 05:57:52.459981,2025-01-08 06:05:09.074609,G
Prod-01491,C,CRL-102,2025-01-08 05:57:53.219162,2025-01-08 06:05:14.888699,G
Prod-01492,C,CRL-107,2025-01-08 06:00:00.106290,2025-01-08 06:07:45.783658,G
Prod-01494,C,CRL-102,2025-01-08 06:06:03.825617,2025-01-08 06:15:46.882191,G
Prod-01495,C,CRL-104,2025-01-08 06:07:04.602572,2025-01-08 06:26:14.625101,G
Prod-01496,C,CRL-107,2025-01-08 06:07:45.783658,2025-01-08 06:27:07.522706,G
Prod-01488,C,CRL-101,2025-01-08 06:07:52.972055,2025-01-08 06:21:12.392367,G
Prod-01484,C,CRL-103,2025-01-08 06:30:10.189348,2025-01-08 06:44:45.022454,G
Prod-01485,C,CRL-106,2025-01-08 06:32:59.424041,2025-01-08 06:47:46.121925,B
Prod-01499,C,CRL-101,2025-01-08 07:02:52.639618,2025-01-08 07:12:53.915768,G
Prod-01493,C,CRL-105,2025-01-08 07:09:16.785692,2025-01-08 07:28:55.192802,G
Prod-01497,C,CRL-102,2025-01-08 07:10:13.814854,2025-01-08 07:21:50.636004,G
Prod-01505,C,CRL-101,2025-01-08 07:12:53.915768,2025-01-08 07:20:02.493553,G
Prod-01506,C,CRL-101,2025-01-08 07:48:25.201738,2025-01-08 07:57:45.416365,G
Prod-01502,C,CRL-103,2025-01-08 07:48:39.439768,2025-01-08 07:57:21.523305,G
Prod-01501,C,CRL-107,2025-01-08 07:51:28.936100,2025-01-08 07:57:40.657770,G
Prod-01503,C,CRL-106,2025-01-08 08:18:12.355488,2025-01-08 08:29:45.977405,G
Prod-01511,C,CRL-101,2025-01-08 08:21:19.165769,2025-01-08 08:38:14.719415,G
Prod-01512,C,CRL-106,2025-01-08 08:29:45.977405,2025-01-08 08:37:19.793670,G
Prod-01500,C,CRL-104,2025-01-08 08:33:13.753769,2025-01-08 08:40:38.084382,G
Prod-01514,C,CRL-101,2025-01-08 08:38:14.719415,2025-01-08 08:55:49.502940,G
Prod-01515,C,CRL-104,2025-01-08 08:40:38.084382,2025-01-08 08:54:05.013812,G
Prod-01516,C,CRL-104,2025-01-08 08:54:05.013812,2025-01-08 09:11:27.666828,G
Prod-01508,C,CRL-105,2025-01-08 08:54:58.687642,2025-01-08 09:06:30.623663,G
Prod-01518,C,CRL-101,2025-01-08 08:55:49.502940,2025-01-08 09:04:50.232590,G
Prod-01519,C,CRL-101,2025-01-08 09:04:50.232590,2025-01-08 09:20:02.410156,G
Prod-01509,C,CRL-103,2025-01-08 09:04:53.504522,2025-01-08 09:12:14.382387,B
Prod-01507,C,CRL-102,2025-01-08 09:09:31.009373,2025-01-08 09:29:09.967863,G
Prod-01510,C,CRL-107,2025-01-08 09:12:20.206890,2025-01-08 09:28:49.045944,B
Prod-01513,C,CRL-106,2025-01-08 09:26:10.242712,2025-01-08 09:44:19.751457,G
Prod-01522,C,CRL-101,2025-01-08 09:47:52.379747,2025-01-08 10:05:20.550551,G
Prod-01521,C,CRL-103,2025-01-08 09:50:58.419981,2025-01-08 09:57:46.863814,G
Prod-01526,C,CRL-103,2025-01-08 09:57:46.863814,2025-01-08 10:15:07.596600,R
Prod-01524,C,CRL-102,2025-01-08 10:14:58.083942,2025-01-08 10:28:30.340120,G
Prod-01527,C,CRL-103,2025-01-08 10:15:07.596600,2025-01-08 10:24:51.737494,G
Prod-01526,C,CRL-101,2025-01-08 10:15:07.596600,2025-01-08 10:32:43.013390,B
Prod-01528,C,CRL-103,2025-01-08 10:24:51.737494,2025-01-08 10:34:00.936265,G
Prod-01525,C,CRL-106,2025-01-08 10:43:12.801162,2025-01-08 10:52:04.698430,G
Prod-01520,C,CRL-105,2025-01-08 10:53:27.465278,2025-01-08 11:05:23.392027,R
Prod-01523,C,CRL-107,2025-01-08 10:56:58.612712,2025-01-08 11:08:40.289965,G
Prod-01520,C,CRL-104,2025-01-08 11:05:23.392027,2025-01-08 11:20:05.105546,G
Prod-01534,C,CRL-107,2025-01-08 11:08:40.289965,2025-01-08 11:24:55.005588,G
Prod-01530,C,CRL-101,2025-01-08 11:14:06.063163,2025-01-08 11:25:06.301747,G
Prod-01535,C,CRL-104,2025-01-08 11:20:05.105546,2025-01-08 11:39:30.668680,G
Prod-01529,C,CRL-102,2025-01-08 11:23:01.947518,2025-01-08 11:28:17.369931,G
Prod-01537,C,CRL-101,2025-01-08 11:25:06.301747,2025-01-08 11:39:34.441677,G
Prod-01536,C,CRL-107,2025-01-08 11:25:32.102426,2025-01-08 11:30:59.160653,G
Prod-01538,C,CRL-102,2025-01-08 11:28:17.369931,2025-01-08 11:41:32.143705,G
Prod-01539,C,CRL-107,2025-01-08 11:30:59.160653,2025-01-08 11:42:57.920794,G
Prod-01541,C,CRL-101,2025-01-08 11:39:34.441677,2025-01-08 11:53:39.495694,G
Prod-01532,C,CRL-103,2025-01-08 11:45:29.404692,2025-01-08 11:54:28.978277,G
Prod-01533,C,CRL-106,2025-01-08 11:50:02.480527,2025-01-08 12:03:00.653677,R
Prod-01533,C,CRL-105,2025-01-08 12:03:00.653677,2025-01-08 12:14:43.388700,G
Prod-01542,C,CRL-102,2025-01-08 12:14:24.764440,2025-01-08 12:23:15.831346,G
Prod-01548,C,CRL-105,2025-01-08 12:14:43.388700,2025-01-08 12:26:02.773756,G
Prod-01545,C,CRL-101,2025-01-08 12:20:10.400774,2025-01-08 12:33:58.869779,G
Prod-01540,C,CRL-104,2025-01-08 12:34:31.953703,2025-01-08 12:43:27.861881,G
Prod-01552,C,CRL-104,2025-01-08 12:43:27.861881,2025-01-08 12:57:11.831031,G
Prod-01549,C,CRL-102,2025-01-08 12:58:28.649001,2025-01-08 13:09:35.904244,G
Prod-01553,C,CRL-104,2025-01-08 13:01:36.486843,2025-01-08 13:19:46.912958,G
Prod-01547,C,CRL-106,2025-01-08 13:03:53.351967,2025-01-08 13:15:19.807510,G
Prod-01544,C,CRL-107,2025-01-08 13:04:35.438077,2025-01-08 13:22:18.470856,G
Prod-01546,C,CRL-103,2025-01-08 13:05:04.618171,2025-01-08 13:15:25.161940,G
Prod-01556,C,CRL-106,2025-01-08 13:15:19.807510,2025-01-08 13:23:28.396158,R
Prod-01556,C,CRL-103,2025-01-08 13:23:28.396158,2025-01-08 13:36:15.434247,G
Prod-01550,C,CRL-105,2025-01-08 13:25:43.328505,2025-01-08 13:43:25.139036,G
Prod-01551,C,CRL-101,2025-01-08 13:31:49.687673,2025-01-08 13:39:23.981401,G
Prod-01554,C,CRL-102,2025-01-08 13:41:11.441821,2025-01-08 13:51:19.385819,G
Prod-01557,C,CRL-104,2025-01-08 14:05:58.944366,2025-01-08 14:16:49.416494,G
