제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-00685,A,AST-103,2025-01-04 10:42:31.784296,2025-01-04 13:18:34.187016,G
Prod-00686,A,AST-115,2025-01-04 10:56:01.170168,2025-01-04 13:29:09.684046,G
Prod-00687,A,AST-114,2025-01-04 10:57:35.513710,2025-01-04 13:13:34.700359,G
Prod-00688,A,AST-106,2025-01-04 11:04:31.692560,2025-01-04 12:59:46.216516,G
Prod-00689,A,AST-112,2025-01-04 11:16:21.823688,2025-01-04 13:03:36.323636,G
Prod-00690,A,AST-118,2025-01-04 11:19:46.687967,2025-01-04 13:17:49.113541,G
Prod-00691,A,AST-108,2025-01-04 11:20:46.927503,2025-01-04 13:20:13.639892,G
Prod-00692,A,AST-105,2025-01-04 11:21:56.688380,2025-01-04 13:14:27.339324,G
Prod-00693,A,AST-111,2025-01-04 11:25:55.244270,2025-01-04 14:09:14.572535,G
Prod-00694,A,AST-110,2025-01-04 11:27:54.226763,2025-01-04 12:46:22.636453,G
Prod-00695,A,AST-113,2025-01-04 11:38:22.466663,2025-01-04 14:34:19.451211,G
Prod-00696,A,AST-116,2025-01-04 11:48:55.975249,2025-01-04 14:34:38.898627,G
Prod-00697,A,AST-102,2025-01-04 11:49:59.233963,2025-01-04 13:36:20.500140,G
Prod-00698,A,AST-104,2025-01-04 11:50:32.023456,2025-01-04 13:51:15.880211,G
Prod-00699,A,AST-107,2025-01-04 11:53:47.520911,2025-01-04 14:19:19.027115,G
Prod-00700,A,AST-117,2025-01-04 12:13:47.688258,2025-01-04 13:39:57.755749,G
Prod-00701,A,AST-109,2025-01-04 12:16:41.335599,2025-01-04 14:48:13.424470,G
Prod-00702,A,AST-110,2025-01-04 12:46:22.636453,2025-01-04 14:31:38.591979,G
Prod-00703,A,AST-101,2025-01-04 12:48:17.186459,2025-01-04 14:53:51.644869,G
Prod-00704,A,AST-106,2025-01-04 12:59:46.216516,2025-01-04 15:43:01.548315,G
Prod-00705,A,AST-112,2025-01-04 13:03:36.323636,2025-01-04 15:48:01.593030,G
Prod-00706,A,AST-114,2025-01-04 13:13:34.700359,2025-01-04 15:46:23.370322,G
Prod-00707,A,AST-105,2025-01-04 13:14:27.339324,2025-01-04 16:02:18.689325,G
Prod-00708,A,AST-118,2025-01-04 13:17:49.113541,2025-01-04 14:42:21.301811,G
Prod-00709,A,AST-103,2025-01-04 13:18:34.187016,2025-01-04 15:16:53.505909,G
Prod-00710,A,AST-108,2025-01-04 13:20:13.639892,2025-01-04 15:31:05.143420,G
Prod-00711,A,AST-115,2025-01-04 13:29:09.684046,2025-01-04 15:17:01.446607,G
Prod-00712,A,AST-102,2025-01-04 13:36:20.500140,2025-01-04 16:29:11.096102,G
Prod-00713,A,AST-117,2025-01-04 13:39:57.755749,2025-01-04 15:30:27.220949,G
Prod-00714,A,AST-104,2025-01-04 13:51:15.880211,2025-01-04 15:20:18.493401,G
Prod-00715,A,AST-111,2025-01-04 14:09:14.572535,2025-01-04 16:11:04.413056,G
Prod-00716,A,AST-107,2025-01-04 14:19:19.027115,2025-01-04 15:30:29.124702,G
Prod-00717,A,AST-110,2025-01-04 14:31:38.591979,2025-01-04 17:31:24.085035,G
Prod-00718,A,AST-113,2025-01-04 14:34:19.451211,2025-01-04 16:09:51.364458,G
Prod-00719,A,AST-116,2025-01-04 14:34:38.898627,2025-01-04 16:01:29.122192,G
Prod-00720,A,AST-118,2025-01-04 14:42:21.301811,2025-01-04 16:16:33.788660,G
Prod-00721,A,AST-109,2025-01-04 14:48:13.424470,2025-01-04 17:29:06.904337,G
Prod-00722,A,AST-101,2025-01-04 14:53:51.644869,2025-01-04 17:15:34.306273,G
Prod-00723,A,AST-103,2025-01-04 15:16:53.505909,2025-01-04 17:28:32.762038,G
Prod-00724,A,AST-115,2025-01-04 15:17:01.446607,2025-01-04 16:21:52.455679,G
Prod-00725,A,AST-104,2025-01-04 15:20:18.493401,2025-01-04 16:45:47.879494,G
Prod-00726,A,AST-117,2025-01-04 15:30:27.220949,2025-01-04 16:47:43.776686,G
Prod-00727,A,AST-107,2025-01-04 15:30:29.124702,2025-01-04 18:26:55.986904,G
Prod-00728,A,AST-108,2025-01-04 15:31:05.143420,2025-01-04 16:32:35.809736,B
Prod-00729,A,AST-106,2025-01-04 15:43:01.548315,2025-01-04 18:03:58.123094,G
Prod-00730,A,AST-114,2025-01-04 15:46:23.370322,2025-01-04 17:34:58.823030,G
Prod-00731,A,AST-112,2025-01-04 15:48:01.593030,2025-01-04 17:01:32.167620,G
Prod-00732,A,AST-116,2025-01-04 16:01:29.122192,2025-01-04 18:21:33.001703,G
Prod-00733,A,AST-105,2025-01-04 16:02:18.689325,2025-01-04 18:14:20.518742,G
Prod-00734,A,AST-113,2025-01-04 16:09:51.364458,2025-01-04 18:22:43.679472,G
Prod-00735,A,AST-111,2025-01-04 16:11:04.413056,2025-01-04 17:23:40.262724,G
Prod-00736,A,AST-118,2025-01-04 16:16:33.788660,2025-01-04 18:25:49.703195,G
Prod-00737,A,AST-115,2025-01-04 16:21:52.455679,2025-01-04 17:28:31.535345,G
Prod-00738,A,AST-102,2025-01-04 16:29:11.096102,2025-01-04 19:14:25.959151,G
Prod-00739,A,AST-108,2025-01-04 16:32:35.809736,2025-01-04 18:33:13.741464,G
Prod-00740,A,AST-104,2025-01-04 16:45:47.879494,2025-01-04 18:31:55.116131,G
Prod-00741,A,AST-117,2025-01-04 16:47:43.776686,2025-01-04 19:47:09.577223,B
Prod-00742,A,AST-112,2025-01-04 17:01:32.167620,2025-01-04 19:04:53.350149,G
Prod-00743,A,AST-101,2025-01-04 17:15:34.306273,2025-01-04 18:18:39.040545,G
Prod-00744,A,AST-111,2025-01-04 17:23:40.262724,2025-01-04 19:54:10.712413,G
Prod-00745,A,AST-115,2025-01-04 17:28:31.535345,2025-01-04 18:36:02.857492,B
Prod-00746,A,AST-103,2025-01-04 17:28:32.762038,2025-01-04 19:05:58.729240,G
Prod-00747,A,AST-109,2025-01-04 17:29:06.904337,2025-01-04 18:31:16.690458,G
Prod-00748,A,AST-110,2025-01-04 17:31:24.085035,2025-01-04 20:06:50.336994,G
Prod-00749,A,AST-114,2025-01-04 17:34:58.823030,2025-01-04 19:47:12.439501,G
Prod-00750,A,AST-106,2025-01-04 18:03:58.123094,2025-01-04 20:35:11.558354,G
Prod-00751,A,AST-105,2025-01-04 18:14:20.518742,2025-01-04 20:54:23.625782,G
Prod-00752,A,AST-101,2025-01-04 18:18:39.040545,2025-01-04 20:57:10.097805,G
Prod-00753,A,AST-116,2025-01-04 18:21:33.001703,2025-01-04 20:29:28.351508,G
Prod-00754,A,AST-113,2025-01-04 18:22:43.679472,2025-01-04 20:38:28.968209,G
Prod-00755,A,AST-118,2025-01-04 18:25:49.703195,2025-01-04 20:50:35.475109,G
Prod-00756,A,AST-107,2025-01-04 18:26:55.986904,2025-01-04 20:36:05.490949,G
Prod-00757,A,AST-109,2025-01-04 18:31:16.690458,2025-01-04 21:11:39.736666,G
Prod-00758,A,AST-104,2025-01-04 18:31:55.116131,2025-01-04 20:03:25.068837,G
Prod-00759,A,AST-108,2025-01-04 18:33:13.741464,2025-01-04 21:00:24.897822,G
Prod-00760,A,AST-115,2025-01-04 18:36:02.857492,2025-01-04 21:03:55.001864,G
Prod-00761,A,AST-112,2025-01-04 19:04:53.350149,2025-01-04 20:15:17.437748,G
Prod-00762,A,AST-103,2025-01-04 19:05:58.729240,2025-01-04 20:59:19.972958,G
Prod-00763,A,AST-102,2025-01-04 19:14:25.959151,2025-01-04 21:27:13.354415,G
Prod-00764,A,AST-117,2025-01-04 19:47:09.577223,2025-01-04 22:32:26.734653,G
Prod-00765,A,AST-114,2025-01-04 19:47:12.439501,2025-01-04 21:56:42.559956,G
Prod-00766,A,AST-111,2025-01-04 19:54:10.712413,2025-01-04 20:56:34.344242,G
Prod-00767,A,AST-104,2025-01-04 20:03:25.068837,2025-01-04 22:33:46.031138,G
Prod-00768,A,AST-110,2025-01-04 20:06:50.336994,2025-01-04 22:41:21.011198,G
Prod-00769,A,AST-112,2025-01-04 20:15:17.437748,2025-01-04 23:10:20.855740,G
Prod-00770,A,AST-116,2025-01-04 20:29:28.351508,2025-01-04 22:23:43.426594,G
Prod-00771,A,AST-106,2025-01-04 20:35:11.558354,2025-01-04 22:03:20.937983,G
Prod-00772,A,AST-107,2025-01-04 20:36:05.490949,2025-01-04 22:57:08.499313,G
Prod-00773,A,AST-113,2025-01-04 20:38:28.968209,2025-01-04 22:46:15.704622,G
Prod-00774,A,AST-118,2025-01-04 20:50:35.475109,2025-01-04 22:30:16.763372,G
Prod-00775,A,AST-105,2025-01-04 20:54:23.625782,2025-01-04 22:00:52.610873,G
Prod-00776,A,AST-111,2025-01-04 20:56:34.344242,2025-01-04 23:49:24.544003,B
Prod-00777,A,AST-101,2025-01-04 20:57:10.097805,2025-01-04 23:56:15.556032,G
Prod-00778,A,AST-103,2025-01-04 20:59:19.972958,2025-01-04 23:32:22.669567,G
Prod-00779,A,AST-108,2025-01-04 21:00:24.897822,2025-01-04 22:01:01.723007,B
Prod-00780,A,AST-115,2025-01-04 21:03:55.001864,2025-01-05 00:03:29.430525,G
Prod-00781,A,AST-109,2025-01-04 21:11:39.736666,2025-01-04 23:41:54.843305,G
Prod-00782,A,AST-102,2025-01-04 21:27:13.354415,2025-01-04 23:57:44.403205,G
Prod-00783,A,AST-114,2025-01-04 21:56:42.559956,2025-01-04 23:53:43.075170,G
Prod-00784,A,AST-105,2025-01-04 22:00:52.610873,2025-01-05 00:20:43.110691,G
Prod-00785,A,AST-108,2025-01-04 22:01:01.723007,2025-01-04 23:52:39.368153,G
Prod-00786,A,AST-106,2025-01-04 22:03:20.937983,2025-01-04 23:28:59.814836,G
Prod-00787,A,AST-116,2025-01-04 22:23:43.426594,2025-01-05 00:12:38.120548,G
Prod-00788,A,AST-118,2025-01-04 22:30:16.763372,2025-01-05 00:25:13.007876,G
Prod-00789,A,AST-117,2025-01-04 22:32:26.734653,2025-01-05 00:09:31.695614,G
Prod-00790,A,AST-104,2025-01-04 22:33:46.031138,2025-01-05 00:13:33.296329,G
Prod-00791,A,AST-110,2025-01-04 22:41:21.011198,2025-01-04 23:51:36.305200,G
Prod-00792,A,AST-113,2025-01-04 22:46:15.704622,2025-01-05 01:07:21.043610,G
Prod-00793,A,AST-107,2025-01-04 22:57:08.499313,2025-01-05 00:46:29.927669,G
Prod-00794,A,AST-112,2025-01-04 23:10:20.855740,2025-01-05 01:12:30.211887,G
Prod-00795,A,AST-106,2025-01-04 23:28:59.814836,2025-01-05 01:01:54.745900,G
Prod-00796,A,AST-103,2025-01-04 23:32:22.669567,2025-01-05 02:28:01.751651,G
Prod-00797,A,AST-109,2025-01-04 23:41:54.843305,2025-01-05 02:04:24.285861,G
Prod-00798,A,AST-111,2025-01-04 23:49:24.544003,2025-01-05 02:34:20.298690,G
Prod-00799,A,AST-110,2025-01-04 23:51:36.305200,2025-01-05 00:59:51.796808,G
Prod-00800,A,AST-108,2025-01-04 23:52:39.368153,2025-01-05 02:52:06.785537,G
Prod-00801,A,AST-114,2025-01-04 23:53:43.075170,2025-01-05 01:36:37.914262,G
Prod-00802,A,AST-101,2025-01-04 23:56:15.556032,2025-01-05 01:10:10.109400,G
Prod-00803,A,AST-102,2025-01-04 23:57:44.403205,2025-01-05 02:32:01.689968,G
Prod-00804,A,AST-115,2025-01-05 00:03:29.430525,2025-01-05 02:10:21.914186,G
Prod-00805,A,AST-117,2025-01-05 00:09:31.695614,2025-01-05 02:26:48.382607,G
Prod-00806,A,AST-116,2025-01-05 00:12:38.120548,2025-01-05 02:13:59.315160,G
Prod-00807,A,AST-104,2025-01-05 00:13:33.296329,2025-01-05 02:09:15.411678,G
Prod-00808,A,AST-105,2025-01-05 00:20:43.110691,2025-01-05 03:18:42.261010,G
Prod-00809,A,AST-118,2025-01-05 00:25:13.007876,2025-01-05 02:29:58.625458,G
Prod-00810,A,AST-107,2025-01-05 00:46:29.927669,2025-01-05 02:02:57.249876,G
Prod-00811,A,AST-110,2025-01-05 00:59:51.796808,2025-01-05 03:07:10.493181,G
Prod-00812,A,AST-106,2025-01-05 01:01:54.745900,2025-01-05 03:29:54.441918,G
Prod-00813,A,AST-113,2025-01-05 01:07:21.043610,2025-01-05 02:16:42.466831,G
Prod-00814,A,AST-101,2025-01-05 01:10:10.109400,2025-01-05 03:14:58.270807,G
Prod-00815,A,AST-112,2025-01-05 01:12:30.211887,2025-01-05 03:33:33.162290,G
Prod-00816,A,AST-114,2025-01-05 01:36:37.914262,2025-01-05 03:57:10.959223,G
Prod-00817,A,AST-107,2025-01-05 02:02:57.249876,2025-01-05 03:38:57.902651,B
Prod-00818,A,AST-109,2025-01-05 02:04:24.285861,2025-01-05 03:28:02.687993,G
Prod-00819,A,AST-104,2025-01-05 02:09:15.411678,2025-01-05 03:29:35.790841,G
Prod-00820,A,AST-115,2025-01-05 02:10:21.914186,2025-01-05 03:23:00.521915,B
Prod-00821,A,AST-116,2025-01-05 02:13:59.315160,2025-01-05 05:02:20.578650,G
Prod-00822,A,AST-113,2025-01-05 02:16:42.466831,2025-01-05 03:40:58.204515,G
Prod-00823,A,AST-117,2025-01-05 02:26:48.382607,2025-01-05 04:00:28.219500,G
Prod-00824,A,AST-103,2025-01-05 02:28:01.751651,2025-01-05 04:45:21.260633,G
Prod-00825,A,AST-118,2025-01-05 02:29:58.625458,2025-01-05 05:05:33.435117,G
Prod-00826,A,AST-102,2025-01-05 02:32:01.689968,2025-01-05 04:05:01.383840,G
Prod-00827,A,AST-111,2025-01-05 02:34:20.298690,2025-01-05 04:22:05.209909,G
Prod-00828,A,AST-108,2025-01-05 02:52:06.785537,2025-01-05 04:43:25.457102,G
Prod-00829,A,AST-110,2025-01-05 03:07:10.493181,2025-01-05 05:16:33.093607,G
Prod-00830,A,AST-101,2025-01-05 03:14:58.270807,2025-01-05 06:13:35.899465,G
Prod-00831,A,AST-105,2025-01-05 03:18:42.261010,2025-01-05 05:13:37.981730,G
Prod-00832,A,AST-115,2025-01-05 03:23:00.521915,2025-01-05 06:06:15.030826,G
Prod-00833,A,AST-109,2025-01-05 03:28:02.687993,2025-01-05 05:47:12.281472,G
Prod-00834,A,AST-104,2025-01-05 03:29:35.790841,2025-01-05 06:27:59.729964,G
Prod-00835,A,AST-106,2025-01-05 03:29:54.441918,2025-01-05 05:04:10.007171,G
Prod-00836,A,AST-112,2025-01-05 03:33:33.162290,2025-01-05 06:04:28.501243,G
Prod-00837,A,AST-107,2025-01-05 03:38:57.902651,2025-01-05 04:48:51.747450,G
Prod-00838,A,AST-113,2025-01-05 03:40:58.204515,2025-01-05 06:32:07.593122,G
Prod-00839,A,AST-114,2025-01-05 03:57:10.959223,2025-01-05 06:21:00.061872,G
Prod-00840,A,AST-117,2025-01-05 04:00:28.219500,2025-01-05 06:29:19.156593,G
Prod-00841,A,AST-102,2025-01-05 04:05:01.383840,2025-01-05 06:40:26.234350,G
Prod-00842,A,AST-111,2025-01-05 04:22:05.209909,2025-01-05 07:14:47.322173,G
Prod-00843,A,AST-108,2025-01-05 04:43:25.457102,2025-01-05 06:45:00.832648,G
Prod-00844,A,AST-103,2025-01-05 04:45:21.260633,2025-01-05 06:19:36.128387,G
Prod-00845,A,AST-107,2025-01-05 04:48:51.747450,2025-01-05 06:34:23.929576,G
Prod-00846,A,AST-116,2025-01-05 05:02:20.578650,2025-01-05 06:40:21.476513,G
Prod-00847,A,AST-106,2025-01-05 05:04:10.007171,2025-01-05 06:28:12.428329,G
Prod-00848,A,AST-118,2025-01-05 05:05:33.435117,2025-01-05 07:30:50.494529,G
Prod-00849,A,AST-105,2025-01-05 05:13:37.981730,2025-01-05 06:50:09.272651,G
Prod-00850,A,AST-110,2025-01-05 05:16:33.093607,2025-01-05 06:36:44.222224,G
Prod-00851,A,AST-109,2025-01-05 05:47:12.281472,2025-01-05 07:25:34.110876,G
Prod-00852,A,AST-112,2025-01-05 06:04:28.501243,2025-01-05 08:32:39.251378,G
Prod-00853,A,AST-115,2025-01-05 06:06:15.030826,2025-01-05 08:27:09.609963,G
Prod-00854,A,AST-101,2025-01-05 06:13:35.899465,2025-01-05 07:57:26.058100,G
Prod-00855,A,AST-103,2025-01-05 06:19:36.128387,2025-01-05 08:26:49.625291,G
Prod-00856,A,AST-114,2025-01-05 06:21:00.061872,2025-01-05 07:39:51.658617,G
Prod-00857,A,AST-104,2025-01-05 06:27:59.729964,2025-01-05 08:13:34.556766,G
Prod-00858,A,AST-106,2025-01-05 06:28:12.428329,2025-01-05 08:53:31.152844,G
Prod-00859,A,AST-117,2025-01-05 06:29:19.156593,2025-01-05 08:45:43.212673,G
Prod-00860,A,AST-113,2025-01-05 06:32:07.593122,2025-01-05 09:16:50.716376,G
Prod-00861,A,AST-107,2025-01-05 06:34:23.929576,2025-01-05 08:27:14.324098,G
Prod-00862,A,AST-110,2025-01-05 06:36:44.222224,2025-01-05 08:00:16.495367,G
Prod-00863,A,AST-116,2025-01-05 06:40:21.476513,2025-01-05 08:49:01.125575,G
Prod-00864,A,AST-102,2025-01-05 06:40:26.234350,2025-01-05 09:16:51.440507,G
Prod-00865,A,AST-108,2025-01-05 06:45:00.832648,2025-01-05 09:01:44.753726,G
Prod-00866,A,AST-105,2025-01-05 06:50:09.272651,2025-01-05 08:42:55.077216,G
Prod-00867,A,AST-111,2025-01-05 07:14:47.322173,2025-01-05 09:07:36.198587,G
Prod-00868,A,AST-109,2025-01-05 07:25:34.110876,2025-01-05 10:08:59.646381,G
Prod-00869,A,AST-118,2025-01-05 07:30:50.494529,2025-01-05 09:03:42.987490,G
Prod-00870,A,AST-114,2025-01-05 07:39:51.658617,2025-01-05 10:03:33.694511,G
Prod-00871,A,AST-101,2025-01-05 07:57:26.058100,2025-01-05 10:15:32.906357,G
Prod-00872,A,AST-110,2025-01-05 08:00:16.495367,2025-01-05 10:21:23.600297,G
Prod-00873,A,AST-104,2025-01-05 08:13:34.556766,2025-01-05 10:20:00.361991,G
Prod-00874,A,AST-103,2025-01-05 08:26:49.625291,2025-01-05 09:56:09.824833,G
Prod-00875,A,AST-115,2025-01-05 08:27:09.609963,2025-01-05 09:59:29.855701,G
Prod-00876,A,AST-107,2025-01-05 08:27:14.324098,2025-01-05 10:47:20.746564,G
Prod-00877,A,AST-112,2025-01-05 08:32:39.251378,2025-01-05 11:20:56.087068,G
Prod-00878,A,AST-105,2025-01-05 08:42:55.077216,2025-01-05 10:00:18.524619,G
Prod-00879,A,AST-117,2025-01-05 08:45:43.212673,2025-01-05 09:49:18.652423,G
Prod-00880,A,AST-116,2025-01-05 08:49:01.125575,2025-01-05 10:10:48.890524,G
Prod-00881,A,AST-106,2025-01-05 08:53:31.152844,2025-01-05 11:10:51.635407,G
Prod-00882,A,AST-108,2025-01-05 09:01:44.753726,2025-01-05 11:34:21.104534,G
Prod-00883,A,AST-118,2025-01-05 09:03:42.987490,2025-01-05 11:24:51.331814,G
Prod-00884,A,AST-111,2025-01-05 09:07:36.198587,2025-01-05 11:35:49.580357,G
Prod-00885,A,AST-113,2025-01-05 09:16:50.716376,2025-01-05 12:11:04.090397,G
Prod-00886,A,AST-102,2025-01-05 09:16:51.440507,2025-01-05 10:20:46.881692,G
Prod-00887,A,AST-117,2025-01-05 09:49:18.652423,2025-01-05 11:27:47.029101,G
Prod-00888,A,AST-103,2025-01-05 09:56:09.824833,2025-01-05 11:15:53.839765,G
Prod-00889,A,AST-115,2025-01-05 09:59:29.855701,2025-01-05 11:43:29.499895,G
Prod-00890,A,AST-105,2025-01-05 10:00:18.524619,2025-01-05 11:48:13.893387,B
Prod-00891,A,AST-114,2025-01-05 10:03:33.694511,2025-01-05 12:23:36.551378,G
Prod-00892,A,AST-109,2025-01-05 10:08:59.646381,2025-01-05 12:38:42.956327,G
Prod-00893,A,AST-116,2025-01-05 10:10:48.890524,2025-01-05 11:56:08.654130,G
Prod-00894,A,AST-101,2025-01-05 10:15:32.906357,2025-01-05 11:35:01.355133,G
Prod-00895,A,AST-104,2025-01-05 10:20:00.361991,2025-01-05 12:12:53.192711,G
Prod-00896,A,AST-102,2025-01-05 10:20:46.881692,2025-01-05 11:22:00.829594,G
Prod-00897,A,AST-110,2025-01-05 10:21:23.600297,2025-01-05 11:28:24.294246,B
Prod-00898,A,AST-107,2025-01-05 10:47:20.746564,2025-01-05 11:55:29.614980,G
Prod-00899,A,AST-106,2025-01-05 11:10:51.635407,2025-01-05 13:20:36.478118,G
Prod-00900,A,AST-103,2025-01-05 11:15:53.839765,2025-01-05 13:13:07.796477,G
Prod-00901,A,AST-112,2025-01-05 11:20:56.087068,2025-01-05 13:48:07.933508,G
Prod-00902,A,AST-102,2025-01-05 11:22:00.829594,2025-01-05 14:12:35.846646,G
Prod-00903,A,AST-118,2025-01-05 11:24:51.331814,2025-01-05 13:25:17.006000,G
Prod-00904,A,AST-117,2025-01-05 11:27:47.029101,2025-01-05 13:33:06.309131,G
Prod-00905,A,AST-110,2025-01-05 11:28:24.294246,2025-01-05 13:53:30.506496,G
Prod-00906,A,AST-108,2025-01-05 11:34:21.104534,2025-01-05 14:14:46.077315,G
Prod-00907,A,AST-101,2025-01-05 11:35:01.355133,2025-01-05 13:45:57.868921,G
Prod-00908,A,AST-111,2025-01-05 11:35:49.580357,2025-01-05 14:19:16.708345,G
Prod-00909,A,AST-115,2025-01-05 11:43:29.499895,2025-01-05 14:09:58.306594,G
Prod-00910,A,AST-105,2025-01-05 11:48:13.893387,2025-01-05 13:23:09.606400,G
Prod-00911,A,AST-107,2025-01-05 11:55:29.614980,2025-01-05 13:23:09.170077,G
Prod-00912,A,AST-116,2025-01-05 11:56:08.654130,2025-01-05 13:16:04.010813,G
Prod-00913,A,AST-113,2025-01-05 12:11:04.090397,2025-01-05 14:43:09.433063,G
Prod-00914,A,AST-104,2025-01-05 12:12:53.192711,2025-01-05 14:48:41.622560,G
Prod-00915,A,AST-114,2025-01-05 12:23:36.551378,2025-01-05 14:25:58.457894,B
Prod-00916,A,AST-109,2025-01-05 12:38:42.956327,2025-01-05 13:53:31.169646,G
Prod-00917,A,AST-103,2025-01-05 13:13:07.796477,2025-01-05 15:10:46.311613,G
Prod-00918,A,AST-116,2025-01-05 13:16:04.010813,2025-01-05 15:20:25.715031,G
Prod-00919,A,AST-106,2025-01-05 13:20:36.478118,2025-01-05 15:02:37.868825,B
Prod-00920,A,AST-107,2025-01-05 13:23:09.170077,2025-01-05 14:24:18.861357,G
Prod-00921,A,AST-105,2025-01-05 13:23:09.606400,2025-01-05 15:08:18.140598,G
Prod-00922,A,AST-118,2025-01-05 13:25:17.006000,2025-01-05 15:13:42.405493,G
Prod-00923,A,AST-117,2025-01-05 13:33:06.309131,2025-01-05 16:02:28.624384,G
Prod-00924,A,AST-101,2025-01-05 13:45:57.868921,2025-01-05 15:13:13.622507,G
Prod-00925,A,AST-112,2025-01-05 13:48:07.933508,2025-01-05 15:07:36.448271,B
Prod-00926,A,AST-110,2025-01-05 13:53:30.506496,2025-01-05 16:44:52.201477,G
Prod-00927,A,AST-109,2025-01-05 13:53:31.169646,2025-01-05 15:56:24.633881,G
Prod-00928,A,AST-115,2025-01-05 14:09:58.306594,2025-01-05 15:25:58.488110,G
Prod-00929,A,AST-102,2025-01-05 14:12:35.846646,2025-01-05 15:22:10.893385,G
Prod-00930,A,AST-108,2025-01-05 14:14:46.077315,2025-01-05 16:57:04.680648,G
Prod-00931,A,AST-111,2025-01-05 14:19:16.708345,2025-01-05 16:43:07.825477,G
Prod-00932,A,AST-107,2025-01-05 14:24:18.861357,2025-01-05 16:02:19.389817,G
Prod-00933,A,AST-114,2025-01-05 14:25:58.457894,2025-01-05 15:55:23.208460,G
Prod-00934,A,AST-113,2025-01-05 14:43:09.433063,2025-01-05 16:46:14.082241,G
Prod-00935,A,AST-104,2025-01-05 14:48:41.622560,2025-01-05 17:16:05.168621,G
Prod-00936,A,AST-106,2025-01-05 15:02:37.868825,2025-01-05 17:19:40.633872,G
Prod-00937,A,AST-112,2025-01-05 15:07:36.448271,2025-01-05 16:14:07.781825,G
Prod-00938,A,AST-105,2025-01-05 15:08:18.140598,2025-01-05 17:16:01.163466,G
Prod-00939,A,AST-103,2025-01-05 15:10:46.311613,2025-01-05 16:12:19.163369,G
Prod-00940,A,AST-101,2025-01-05 15:13:13.622507,2025-01-05 17:35:45.848555,G
Prod-00941,A,AST-118,2025-01-05 15:13:42.405493,2025-01-05 16:14:04.864123,G
Prod-00942,A,AST-116,2025-01-05 15:20:25.715031,2025-01-05 16:34:15.060906,G
Prod-00943,A,AST-102,2025-01-05 15:22:10.893385,2025-01-05 17:58:03.248025,G
Prod-00944,A,AST-115,2025-01-05 15:25:58.488110,2025-01-05 16:36:58.354498,G
Prod-00945,A,AST-114,2025-01-05 15:55:23.208460,2025-01-05 18:14:23.238619,G
Prod-00946,A,AST-109,2025-01-05 15:56:24.633881,2025-01-05 16:59:52.000393,G
Prod-00947,A,AST-107,2025-01-05 16:02:19.389817,2025-01-05 17:53:19.207683,G
Prod-00948,A,AST-117,2025-01-05 16:02:28.624384,2025-01-05 17:32:19.005739,G
Prod-00949,A,AST-103,2025-01-05 16:12:19.163369,2025-01-05 19:11:17.126229,G
Prod-00950,A,AST-118,2025-01-05 16:14:04.864123,2025-01-05 19:13:14.139992,G
Prod-00951,A,AST-112,2025-01-05 16:14:07.781825,2025-01-05 18:09:32.751375,G
Prod-00952,A,AST-116,2025-01-05 16:34:15.060906,2025-01-05 18:49:39.064258,G
Prod-00953,A,AST-115,2025-01-05 16:36:58.354498,2025-01-05 17:42:47.858556,G
Prod-00954,A,AST-111,2025-01-05 16:43:07.825477,2025-01-05 19:03:36.918071,G
Prod-00955,A,AST-110,2025-01-05 16:44:52.201477,2025-01-05 19:32:06.850064,B
Prod-00956,A,AST-113,2025-01-05 16:46:14.082241,2025-01-05 18:39:13.819063,G
Prod-00957,A,AST-108,2025-01-05 16:57:04.680648,2025-01-05 19:17:08.660898,G
Prod-00958,A,AST-109,2025-01-05 16:59:52.000393,2025-01-05 19:50:14.661733,G
Prod-00959,A,AST-105,2025-01-05 17:16:01.163466,2025-01-05 19:59:22.765515,G
Prod-00960,A,AST-104,2025-01-05 17:16:05.168621,2025-01-05 19:45:29.101526,G
Prod-00961,A,AST-106,2025-01-05 17:19:40.633872,2025-01-05 20:03:16.644955,G
Prod-00962,A,AST-117,2025-01-05 17:32:19.005739,2025-01-05 18:54:29.758167,G
Prod-00963,A,AST-101,2025-01-05 17:35:45.848555,2025-01-05 19:22:51.996100,G
Prod-00964,A,AST-115,2025-01-05 17:42:47.858556,2025-01-05 20:36:15.101222,G
Prod-00965,A,AST-107,2025-01-05 17:53:19.207683,2025-01-05 20:13:20.588845,G
Prod-00966,A,AST-102,2025-01-05 17:58:03.248025,2025-01-05 19:49:19.593054,G
Prod-00967,A,AST-112,2025-01-05 18:09:32.751375,2025-01-05 19:39:57.345540,G
Prod-00968,A,AST-114,2025-01-05 18:14:23.238619,2025-01-05 20:18:32.923872,G
Prod-00969,A,AST-113,2025-01-05 18:39:13.819063,2025-01-05 20:40:11.862621,G
Prod-00970,A,AST-116,2025-01-05 18:49:39.064258,2025-01-05 21:24:43.027859,G
Prod-00971,A,AST-117,2025-01-05 18:54:29.758167,2025-01-05 19:58:03.700815,G
Prod-00972,A,AST-111,2025-01-05 19:03:36.918071,2025-01-05 20:55:50.690857,G
Prod-00973,A,AST-103,2025-01-05 19:11:17.126229,2025-01-05 21:15:39.849793,G
Prod-00974,A,AST-118,2025-01-05 19:13:14.139992,2025-01-05 22:08:11.179296,G
