제품ID,공정종류,장비ID,공정시작시간,공정종료시간,품질결과
Prod-01541,B,BEOL-112,2025-01-08 10:10:41.277137,2025-01-08 10:34:03.302257,G
Prod-01529,B,BEOL-116,2025-01-08 10:12:48.252466,2025-01-08 11:23:01.947518,G
Prod-01538,B,BEOL-102,2025-01-08 10:12:57.642614,2025-01-08 11:03:33.029134,G
Prod-01530,B,BEOL-123,2025-01-08 10:16:06.834936,2025-01-08 11:14:06.063163,G
Prod-01532,B,BEOL-108,2025-01-08 10:29:50.282036,2025-01-08 11:45:29.404692,G
Prod-01534,B,BEOL-110,2025-01-08 10:31:36.519867,2025-01-08 11:01:53.964039,G
Prod-01533,B,BEOL-120,2025-01-08 10:46:46.686175,2025-01-08 11:50:02.480527,G
Prod-01540,B,BEOL-104,2025-01-08 11:23:09.822223,2025-01-08 12:34:31.953703,G
Prod-01545,B,BEOL-113,2025-01-08 11:24:32.579290,2025-01-08 12:20:10.400774,G
Prod-01552,B,BEOL-124,2025-01-08 11:30:18.915877,2025-01-08 12:14:26.338143,G
Prod-01553,B,BEOL-112,2025-01-08 11:32:06.856377,2025-01-08 13:01:36.486843,G
Prod-01548,B,BEOL-119,2025-01-08 11:32:10.532295,2025-01-08 12:10:39.686289,G
Prod-01547,B,BEOL-115,2025-01-08 11:32:33.406641,2025-01-08 13:03:53.351967,G
Prod-01542,B,BEOL-107,2025-01-08 11:54:22.454153,2025-01-08 12:14:24.764440,G
Prod-01546,B,BEOL-103,2025-01-08 11:54:52.462358,2025-01-08 13:05:04.618171,G
Prod-01551,B,BEOL-114,2025-01-08 12:03:41.182284,2025-01-08 13:31:49.687673,G
Prod-01550,B,BEOL-121,2025-01-08 12:05:29.355660,2025-01-08 13:25:43.328505,G
Prod-01544,B,BEOL-101,2025-01-08 12:15:35.964106,2025-01-08 13:04:35.438077,G
Prod-01549,B,BEOL-118,2025-01-08 12:26:10.432218,2025-01-08 12:58:28.649001,G
Prod-01557,B,BEOL-117,2025-01-08 12:38:06.404170,2025-01-08 14:05:58.944366,G
Prod-01556,B,BEOL-106,2025-01-08 12:45:15.252394,2025-01-08 13:07:02.947180,G
Prod-01563,B,BEOL-116,2025-01-08 12:46:01.478127,2025-01-08 14:18:30.286787,G
Prod-01554,B,BEOL-105,2025-01-08 12:46:42.414186,2025-01-08 13:41:11.441821,G
Prod-01561,B,BEOL-102,2025-01-08 13:04:03.358128,2025-01-08 14:25:56.169363,G
Prod-01564,B,BEOL-122,2025-01-08 13:04:41.530289,2025-01-08 14:14:45.025022,G
Prod-01562,B,BEOL-123,2025-01-08 13:05:06.197036,2025-01-08 14:13:28.437600,G
Prod-01569,B,BEOL-124,2025-01-08 13:26:01.329856,2025-01-08 13:49:21.697798,G
Prod-01566,B,BEOL-120,2025-01-08 13:26:53.721157,2025-01-08 14:53:37.161599,G
Prod-01568,B,BEOL-107,2025-01-08 13:31:16.865337,2025-01-08 14:26:42.736917,G
Prod-01571,B,BEOL-104,2025-01-08 13:37:13.436618,2025-01-08 14:21:09.712267,G
Prod-01567,B,BEOL-119,2025-01-08 13:42:51.705361,2025-01-08 14:58:10.443893,G
Prod-01558,B,BEOL-111,2025-01-08 13:44:21.743785,2025-01-08 14:11:17.496699,G
Prod-01560,B,BEOL-110,2025-01-08 14:05:02.338082,2025-01-08 15:32:22.742594,G
Prod-01570,B,BEOL-113,2025-01-08 14:20:44.980561,2025-01-08 15:01:50.924709,G
Prod-01559,B,BEOL-109,2025-01-08 14:22:33.622577,2025-01-08 15:32:18.724321,G
Prod-01565,B,BEOL-108,2025-01-08 14:24:51.987248,2025-01-08 15:22:48.166890,B
Prod-01576,B,BEOL-103,2025-01-08 14:27:05.300433,2025-01-08 15:59:42.388900,B
Prod-01575,B,BEOL-101,2025-01-08 14:32:40.758515,2025-01-08 15:35:52.742463,G
Prod-01573,B,BEOL-112,2025-01-08 14:44:15.093824,2025-01-08 16:15:27.348906,G
Prod-01580,B,BEOL-105,2025-01-08 14:48:32.987405,2025-01-08 15:15:47.431575,G
Prod-01574,B,BEOL-115,2025-01-08 14:50:57.557353,2025-01-08 16:30:21.841509,G
Prod-01572,B,BEOL-118,2025-01-08 14:52:33.245602,2025-01-08 16:01:34.585693,G
Prod-01585,B,BEOL-122,2025-01-08 14:53:21.950936,2025-01-08 16:09:21.743185,B
Prod-01581,B,BEOL-124,2025-01-08 15:09:07.115832,2025-01-08 15:58:30.879603,G
Prod-01588,B,BEOL-102,2025-01-08 15:29:01.593056,2025-01-08 16:28:35.294552,G
Prod-01577,B,BEOL-106,2025-01-08 15:31:22.283516,2025-01-08 16:44:43.948669,G
Prod-01582,B,BEOL-117,2025-01-08 15:34:35.288061,2025-01-08 16:46:57.446004,G
Prod-01583,B,BEOL-111,2025-01-08 15:41:17.515733,2025-01-08 16:10:58.938692,G
Prod-01586,B,BEOL-116,2025-01-08 15:45:41.211012,2025-01-08 17:05:12.275522,G
Prod-01579,B,BEOL-114,2025-01-08 15:48:26.390680,2025-01-08 17:05:41.784831,G
Prod-01578,B,BEOL-121,2025-01-08 15:48:43.403527,2025-01-08 17:03:29.141180,G
Prod-01584,B,BEOL-123,2025-01-08 16:24:33.780940,2025-01-08 17:47:01.207933,G
Prod-01593,B,BEOL-113,2025-01-08 16:35:33.493967,2025-01-08 18:02:20.642869,G
Prod-01595,B,BEOL-108,2025-01-08 16:51:42.102149,2025-01-08 17:52:58.984409,G
Prod-01589,B,BEOL-107,2025-01-08 16:52:53.681947,2025-01-08 17:35:51.881733,G
Prod-01600,B,BEOL-103,2025-01-08 16:52:54.927123,2025-01-08 17:24:07.760438,G
Prod-01605,B,BEOL-102,2025-01-08 16:55:52.118885,2025-01-08 18:35:36.944972,G
Prod-01592,B,BEOL-119,2025-01-08 16:57:59.979151,2025-01-08 18:07:41.867539,G
Prod-01594,B,BEOL-105,2025-01-08 17:00:51.739339,2025-01-08 18:11:27.720787,G
Prod-01604,B,BEOL-112,2025-01-08 17:02:12.026922,2025-01-08 18:33:19.451726,G
Prod-01587,B,BEOL-104,2025-01-08 17:02:41.928178,2025-01-08 18:10:19.247524,G
Prod-01597,B,BEOL-110,2025-01-08 17:13:28.836154,2025-01-08 17:56:18.167421,G
Prod-01596,B,BEOL-109,2025-01-08 17:19:41.727992,2025-01-08 18:17:05.257839,G
Prod-01603,B,BEOL-111,2025-01-08 17:22:03.907509,2025-01-08 17:54:18.014775,G
Prod-01591,B,BEOL-120,2025-01-08 17:22:55.377230,2025-01-08 18:17:41.940220,G
Prod-01607,B,BEOL-106,2025-01-08 18:02:30.159923,2025-01-08 18:59:24.772662,G
Prod-01598,B,BEOL-101,2025-01-08 18:09:10.746031,2025-01-08 19:30:49.608201,G
Prod-01610,B,BEOL-116,2025-01-08 18:09:24.522824,2025-01-08 18:38:24.451705,G
Prod-01599,B,BEOL-124,2025-01-08 18:12:18.463823,2025-01-08 19:33:25.567528,G
Prod-01614,B,BEOL-107,2025-01-08 18:12:41.776197,2025-01-08 19:40:43.990349,G
Prod-01602,B,BEOL-122,2025-01-08 18:14:32.241383,2025-01-08 19:39:29.324051,G
Prod-01606,B,BEOL-115,2025-01-08 18:33:07.925722,2025-01-08 19:37:00.426307,G
Prod-01617,B,BEOL-108,2025-01-08 18:35:19.067147,2025-01-08 19:55:07.744243,G
Prod-01601,B,BEOL-118,2025-01-08 18:35:26.079527,2025-01-08 18:58:11.483450,G
Prod-01608,B,BEOL-117,2025-01-08 18:47:20.562624,2025-01-08 19:47:31.087399,G
Prod-01609,B,BEOL-121,2025-01-08 18:53:22.065869,2025-01-08 19:55:06.200117,G
Prod-01616,B,BEOL-123,2025-01-08 18:55:57.630286,2025-01-08 19:59:24.920581,G
Prod-01618,B,BEOL-111,2025-01-08 19:03:39.883282,2025-01-08 20:25:41.837380,G
Prod-01612,B,BEOL-114,2025-01-08 19:15:38.659237,2025-01-08 20:26:56.331294,G
Prod-01613,B,BEOL-103,2025-01-08 19:23:08.730917,2025-01-08 19:45:10.346551,G
Prod-01624,B,BEOL-109,2025-01-08 19:39:50.692831,2025-01-08 20:29:36.873149,G
Prod-01619,B,BEOL-110,2025-01-08 19:55:06.309267,2025-01-08 21:15:52.925232,G
Prod-01623,B,BEOL-105,2025-01-08 20:04:18.061928,2025-01-08 20:31:04.212815,G
Prod-01625,B,BEOL-120,2025-01-08 20:06:52.415003,2025-01-08 21:01:12.435950,G
Prod-01629,B,BEOL-118,2025-01-08 20:07:37.329850,2025-01-08 20:27:52.998683,G
Prod-01621,B,BEOL-119,2025-01-08 20:09:03.252836,2025-01-08 21:11:40.160976,G
Prod-01622,B,BEOL-104,2025-01-08 20:12:47.456565,2025-01-08 20:39:50.344981,G
Prod-01620,B,BEOL-113,2025-01-08 20:26:10.387258,2025-01-08 21:25:43.762118,G
Prod-01634,B,BEOL-115,2025-01-08 20:26:23.515260,2025-01-08 21:59:50.012720,G
Prod-01628,B,BEOL-116,2025-01-08 20:40:01.104898,2025-01-08 22:15:44.005247,G
Prod-01627,B,BEOL-102,2025-01-08 20:48:50.391270,2025-01-08 21:48:17.024061,G
Prod-01633,B,BEOL-124,2025-01-08 20:54:37.860257,2025-01-08 22:01:25.111892,G
Prod-01637,B,BEOL-103,2025-01-08 20:57:51.496521,2025-01-08 21:54:25.194977,G
Prod-01636,B,BEOL-107,2025-01-08 21:06:31.395644,2025-01-08 21:45:01.385414,G
Prod-01632,B,BEOL-101,2025-01-08 21:09:43.986914,2025-01-08 22:26:38.353187,G
Prod-01626,B,BEOL-112,2025-01-08 21:12:33.536613,2025-01-08 21:51:38.359732,G
Prod-01631,B,BEOL-106,2025-01-08 21:33:48.975540,2025-01-08 22:44:05.437443,G
Prod-01644,B,BEOL-111,2025-01-08 21:37:47.173594,2025-01-08 22:10:27.052442,G
Prod-01635,B,BEOL-122,2025-01-08 21:52:33.273676,2025-01-08 22:25:31.723183,G
Prod-01647,B,BEOL-109,2025-01-08 21:58:03.381840,2025-01-08 22:23:56.120141,G
Prod-01650,B,BEOL-105,2025-01-08 22:03:05.626292,2025-01-08 22:29:08.860840,G
Prod-01638,B,BEOL-117,2025-01-08 22:22:03.015088,2025-01-08 23:38:17.246857,G
Prod-01646,B,BEOL-118,2025-01-08 22:24:18.959769,2025-01-08 23:51:49.379026,G
Prod-01640,B,BEOL-108,2025-01-08 22:46:24.554358,2025-01-09 00:10:07.992283,G
Prod-01651,B,BEOL-104,2025-01-08 22:49:52.737499,2025-01-08 23:13:12.735139,G
Prod-01642,B,BEOL-123,2025-01-08 22:50:33.779599,2025-01-08 23:17:19.133751,G
Prod-01655,B,BEOL-110,2025-01-08 22:55:33.227168,2025-01-09 00:09:50.038328,G
Prod-01653,B,BEOL-119,2025-01-08 23:01:04.340598,2025-01-09 00:25:52.579779,B
Prod-01652,B,BEOL-120,2025-01-08 23:01:07.470871,2025-01-09 00:16:23.639415,G
Prod-01639,B,BEOL-121,2025-01-08 23:01:21.028123,2025-01-08 23:43:31.625648,G
Prod-01656,B,BEOL-113,2025-01-08 23:14:27.971093,2025-01-09 00:16:56.419645,G
Prod-01645,B,BEOL-114,2025-01-08 23:16:59.915718,2025-01-09 00:48:07.564719,G
Prod-01661,B,BEOL-115,2025-01-08 23:32:23.730395,2025-01-08 23:59:34.739906,G
Prod-01668,B,BEOL-105,2025-01-08 23:57:50.732261,2025-01-09 00:23:32.273145,G
Prod-01663,B,BEOL-111,2025-01-08 23:59:02.555696,2025-01-09 01:24:49.813977,G
Prod-01664,B,BEOL-116,2025-01-09 00:10:21.207697,2025-01-09 01:09:09.088162,G
Prod-01669,B,BEOL-106,2025-01-09 00:12:20.897180,2025-01-09 01:37:14.161864,G
Prod-01670,B,BEOL-104,2025-01-09 00:15:22.433849,2025-01-09 01:15:14.754841,G
Prod-01658,B,BEOL-102,2025-01-09 00:16:31.373774,2025-01-09 01:47:09.447974,G
Prod-01657,B,BEOL-107,2025-01-09 00:27:59.189509,2025-01-09 01:43:44.266947,G
Prod-01659,B,BEOL-112,2025-01-09 00:29:33.230823,2025-01-09 01:41:05.018102,G
Prod-01665,B,BEOL-109,2025-01-09 00:42:17.988832,2025-01-09 02:08:29.059205,G
Prod-01660,B,BEOL-103,2025-01-09 00:55:26.518821,2025-01-09 01:45:09.128311,G
Prod-01672,B,BEOL-123,2025-01-09 00:55:58.368280,2025-01-09 01:27:24.053565,G
Prod-01662,B,BEOL-124,2025-01-09 01:09:25.614202,2025-01-09 01:55:06.152136,G
Prod-01666,B,BEOL-122,2025-01-09 01:10:59.444492,2025-01-09 01:52:53.774824,G
Prod-01667,B,BEOL-101,2025-01-09 01:17:18.037550,2025-01-09 02:41:08.627649,G
Prod-01677,B,BEOL-115,2025-01-09 01:22:51.227830,2025-01-09 02:49:53.240211,G
Prod-01678,B,BEOL-110,2025-01-09 01:52:26.661320,2025-01-09 02:18:17.988584,G
Prod-01682,B,BEOL-105,2025-01-09 01:54:10.193248,2025-01-09 02:30:54.047907,G
Prod-01685,B,BEOL-116,2025-01-09 02:04:59.298903,2025-01-09 03:02:43.497480,G
Prod-01673,B,BEOL-117,2025-01-09 02:12:42.223276,2025-01-09 03:07:14.056912,G
Prod-01680,B,BEOL-120,2025-01-09 02:19:25.994497,2025-01-09 03:14:18.940892,G
Prod-01674,B,BEOL-121,2025-01-09 02:21:20.809748,2025-01-09 04:00:46.717471,G
Prod-01679,B,BEOL-108,2025-01-09 02:27:40.243670,2025-01-09 03:20:45.736263,G
Prod-01683,B,BEOL-119,2025-01-09 02:27:40.671306,2025-01-09 02:54:57.978200,G
Prod-01684,B,BEOL-114,2025-01-09 02:30:19.962581,2025-01-09 03:58:06.223163,G
Prod-01675,B,BEOL-118,2025-01-09 02:32:33.919563,2025-01-09 03:59:02.593870,G
Prod-01681,B,BEOL-113,2025-01-09 02:40:14.192655,2025-01-09 03:43:33.613916,G
Prod-01687,B,BEOL-104,2025-01-09 02:40:20.835441,2025-01-09 03:43:05.458033,G
Prod-01693,B,BEOL-103,2025-01-09 03:05:20.521204,2025-01-09 04:04:52.943402,G
Prod-01690,B,BEOL-106,2025-01-09 03:16:25.615095,2025-01-09 03:43:30.575612,G
Prod-01688,B,BEOL-111,2025-01-09 03:30:50.350372,2025-01-09 04:30:40.314803,G
Prod-01694,B,BEOL-102,2025-01-09 03:37:44.505375,2025-01-09 04:37:08.266902,G
Prod-01701,B,BEOL-115,2025-01-09 03:39:00.405250,2025-01-09 04:20:18.570513,G
Prod-01703,B,BEOL-119,2025-01-09 04:06:48.333866,2025-01-09 05:24:27.479569,G
Prod-01689,B,BEOL-123,2025-01-09 04:08:35.417587,2025-01-09 05:26:52.029476,G
Prod-01692,B,BEOL-107,2025-01-09 04:12:38.829845,2025-01-09 05:32:41.373805,G
Prod-01691,B,BEOL-112,2025-01-09 04:17:55.667949,2025-01-09 04:44:21.018903,G
Prod-01706,B,BEOL-120,2025-01-09 04:28:58.516066,2025-01-09 05:09:55.062811,G
Prod-01696,B,BEOL-124,2025-01-09 04:31:23.741440,2025-01-09 06:08:47.132059,G
Prod-01700,B,BEOL-101,2025-01-09 04:44:57.229117,2025-01-09 05:57:55.090871,G
Prod-01708,B,BEOL-104,2025-01-09 04:52:31.045826,2025-01-09 05:41:39.166877,G
Prod-01695,B,BEOL-122,2025-01-09 04:52:50.361211,2025-01-09 05:34:11.334585,G
Prod-01699,B,BEOL-105,2025-01-09 04:59:42.782175,2025-01-09 06:03:18.459868,G
Prod-01698,B,BEOL-110,2025-01-09 05:07:18.357064,2025-01-09 05:41:44.875476,G
Prod-01697,B,BEOL-109,2025-01-09 05:12:22.363549,2025-01-09 05:45:20.444679,G
Prod-01715,B,BEOL-115,2025-01-09 05:32:46.052578,2025-01-09 05:58:16.632437,G
Prod-01717,B,BEOL-102,2025-01-09 05:34:35.289219,2025-01-09 06:47:31.450102,B
Prod-01704,B,BEOL-116,2025-01-09 05:37:24.810875,2025-01-09 06:47:35.179447,G
Prod-01712,B,BEOL-118,2025-01-09 05:45:47.217285,2025-01-09 07:01:22.966071,G
Prod-01710,B,BEOL-113,2025-01-09 05:50:23.484837,2025-01-09 07:15:15.693968,G
Prod-01718,B,BEOL-112,2025-01-09 05:54:16.371239,2025-01-09 06:54:31.707511,G
Prod-01716,B,BEOL-111,2025-01-09 05:55:01.249045,2025-01-09 07:21:37.319835,G
Prod-01705,B,BEOL-117,2025-01-09 05:56:40.175978,2025-01-09 07:03:10.862463,G
Prod-01713,B,BEOL-121,2025-01-09 05:57:56.422690,2025-01-09 07:02:44.850366,G
Prod-01711,B,BEOL-114,2025-01-09 06:06:12.697252,2025-01-09 07:41:54.302831,B
Prod-01709,B,BEOL-106,2025-01-09 06:11:02.477170,2025-01-09 06:57:17.837703,G
Prod-01721,B,BEOL-123,2025-01-09 06:14:59.321341,2025-01-09 07:17:35.972333,G
Prod-01714,B,BEOL-103,2025-01-09 06:23:21.085396,2025-01-09 07:50:34.723190,G
Prod-01707,B,BEOL-108,2025-01-09 06:25:10.167928,2025-01-09 07:26:10.561243,G
Prod-01720,B,BEOL-119,2025-01-09 06:42:44.487471,2025-01-09 07:57:24.028041,G
Prod-01726,B,BEOL-109,2025-01-09 06:49:33.648559,2025-01-09 07:51:47.405069,G
Prod-01724,B,BEOL-104,2025-01-09 06:50:40.834888,2025-01-09 08:28:58.937185,G
Prod-01725,B,BEOL-110,2025-01-09 06:56:41.478578,2025-01-09 08:22:55.992357,G
Prod-01719,B,BEOL-120,2025-01-09 06:59:43.765992,2025-01-09 08:35:43.128838,G
Prod-01729,B,BEOL-105,2025-01-09 07:13:47.699882,2025-01-09 07:46:24.645888,G
Prod-01734,B,BEOL-106,2025-01-09 07:17:26.374380,2025-01-09 07:40:35.482341,G
Prod-01733,B,BEOL-112,2025-01-09 07:27:36.395161,2025-01-09 08:54:27.581427,B
Prod-01727,B,BEOL-101,2025-01-09 07:28:37.708398,2025-01-09 07:54:29.745650,G
Prod-01735,B,BEOL-118,2025-01-09 07:38:12.383800,2025-01-09 08:30:13.337563,G
Prod-01722,B,BEOL-107,2025-01-09 08:03:17.040634,2025-01-09 09:32:53.542379,G
Prod-01723,B,BEOL-122,2025-01-09 08:09:48.987757,2025-01-09 09:48:57.337682,G
Prod-01730,B,BEOL-124,2025-01-09 08:11:10.222090,2025-01-09 09:12:53.108451,G
Prod-01738,B,BEOL-113,2025-01-09 08:15:30.642261,2025-01-09 09:39:17.891523,G
Prod-01740,B,BEOL-111,2025-01-09 08:16:49.824320,2025-01-09 09:16:52.644354,G
Prod-01736,B,BEOL-121,2025-01-09 08:19:48.020481,2025-01-09 09:53:58.063569,G
Prod-01732,B,BEOL-116,2025-01-09 08:20:49.328513,2025-01-09 09:22:36.135648,B
Prod-01731,B,BEOL-102,2025-01-09 08:29:38.006965,2025-01-09 09:38:40.380691,G
Prod-01728,B,BEOL-115,2025-01-09 08:34:27.985960,2025-01-09 09:15:17.758138,G
Prod-01743,B,BEOL-106,2025-01-09 08:46:58.498138,2025-01-09 09:08:00.992357,G
Prod-01745,B,BEOL-105,2025-01-09 08:49:01.382532,2025-01-09 09:29:55.796591,G
Prod-01737,B,BEOL-117,2025-01-09 08:51:04.846581,2025-01-09 10:08:28.412429,G
Prod-01746,B,BEOL-103,2025-01-09 08:56:25.205014,2025-01-09 10:13:14.455962,G
Prod-01741,B,BEOL-108,2025-01-09 09:20:41.253323,2025-01-09 09:55:36.608735,G
Prod-01748,B,BEOL-101,2025-01-09 09:25:10.710532,2025-01-09 10:32:38.026439,G
Prod-01751,B,BEOL-104,2025-01-09 09:27:04.021544,2025-01-09 10:33:26.738742,G
Prod-01739,B,BEOL-123,2025-01-09 09:31:15.661423,2025-01-09 11:06:58.677634,G
Prod-01752,B,BEOL-118,2025-01-09 09:32:53.528182,2025-01-09 10:29:28.580453,G
Prod-01750,B,BEOL-110,2025-01-09 09:37:55.547716,2025-01-09 11:01:11.018669,G
Prod-01744,B,BEOL-114,2025-01-09 09:52:33.590505,2025-01-09 11:20:34.549429,B
Prod-01747,B,BEOL-109,2025-01-09 09:52:40.531958,2025-01-09 11:25:28.911179,G
Prod-01749,B,BEOL-119,2025-01-09 10:08:55.195699,2025-01-09 10:46:15.293448,G
Prod-01760,B,BEOL-116,2025-01-09 10:12:38.421746,2025-01-09 11:11:10.956730,G
Prod-01753,B,BEOL-120,2025-01-09 10:15:09.820234,2025-01-09 11:39:42.488625,G
Prod-01756,B,BEOL-124,2025-01-09 10:26:17.839728,2025-01-09 11:45:12.979216,G
Prod-01757,B,BEOL-115,2025-01-09 10:33:52.816933,2025-01-09 12:13:41.543838,G
Prod-01754,B,BEOL-112,2025-01-09 10:35:13.807337,2025-01-09 11:02:39.945338,G
Prod-01755,B,BEOL-106,2025-01-09 10:37:06.013092,2025-01-09 11:27:56.779743,B
Prod-01761,B,BEOL-105,2025-01-09 10:40:57.377103,2025-01-09 12:14:05.191097,G
Prod-01763,B,BEOL-102,2025-01-09 10:55:26.344021,2025-01-09 11:34:26.304861,G
Prod-01767,B,BEOL-108,2025-01-09 11:04:30.604231,2025-01-09 11:35:19.172744,G
Prod-01766,B,BEOL-121,2025-01-09 11:07:00.163991,2025-01-09 12:17:55.323277,B
Prod-01762,B,BEOL-107,2025-01-09 11:09:59.833711,2025-01-09 12:31:03.399869,G
Prod-01773,B,BEOL-101,2025-01-09 11:21:25.465716,2025-01-09 12:23:28.223081,G
Prod-01765,B,BEOL-122,2025-01-09 11:45:31.380237,2025-01-09 12:39:05.363336,G
Prod-01759,B,BEOL-111,2025-01-09 11:46:30.143507,2025-01-09 12:41:32.938208,G
Prod-01776,B,BEOL-119,2025-01-09 11:56:02.566780,2025-01-09 12:19:27.587688,G
Prod-01771,B,BEOL-103,2025-01-09 11:57:38.374458,2025-01-09 12:50:59.022395,G
Prod-01781,B,BEOL-114,2025-01-09 12:07:51.660247,2025-01-09 13:34:00.054427,G
Prod-01764,B,BEOL-113,2025-01-09 12:13:29.658847,2025-01-09 13:37:39.288283,G
Prod-01777,B,BEOL-110,2025-01-09 12:13:58.401046,2025-01-09 13:21:20.376531,G
Prod-01768,B,BEOL-117,2025-01-09 12:19:12.340015,2025-01-09 13:18:48.493735,G
Prod-01772,B,BEOL-118,2025-01-09 12:20:30.359348,2025-01-09 13:54:35.144342,G
Prod-01778,B,BEOL-112,2025-01-09 12:27:47.841782,2025-01-09 13:47:45.140309,G
Prod-01783,B,BEOL-106,2025-01-09 12:30:39.461594,2025-01-09 14:07:46.965873,G
Prod-01782,B,BEOL-109,2025-01-09 12:34:52.357593,2025-01-09 13:08:23.908857,G
Prod-01779,B,BEOL-123,2025-01-09 13:05:06.540536,2025-01-09 13:37:17.850007,G
Prod-01789,B,BEOL-105,2025-01-09 13:18:24.730965,2025-01-09 13:55:45.773346,G
Prod-01780,B,BEOL-116,2025-01-09 13:25:17.572907,2025-01-09 14:21:19.618297,G
Prod-01775,B,BEOL-104,2025-01-09 13:25:44.752291,2025-01-09 14:24:05.615396,G
Prod-01786,B,BEOL-120,2025-01-09 13:26:49.605492,2025-01-09 14:34:36.200868,G
Prod-01784,B,BEOL-102,2025-01-09 13:29:08.861408,2025-01-09 14:40:00.472362,G
Prod-01796,B,BEOL-111,2025-01-09 13:43:57.754136,2025-01-09 15:06:33.315389,G
Prod-01788,B,BEOL-115,2025-01-09 13:50:06.591230,2025-01-09 15:15:08.797835,B
Prod-01787,B,BEOL-124,2025-01-09 13:58:21.129028,2025-01-09 14:49:22.595019,G
Prod-01793,B,BEOL-107,2025-01-09 14:07:20.827686,2025-01-09 15:13:30.991831,G
Prod-01794,B,BEOL-122,2025-01-09 14:09:10.426380,2025-01-09 15:33:35.541949,G
Prod-01792,B,BEOL-101,2025-01-09 14:14:32.907898,2025-01-09 15:42:44.128123,G
Prod-01799,B,BEOL-117,2025-01-09 14:19:39.295653,2025-01-09 15:50:33.387273,G
Prod-01785,B,BEOL-108,2025-01-09 14:29:27.893114,2025-01-09 15:10:58.494730,G
Prod-01791,B,BEOL-119,2025-01-09 14:32:36.348933,2025-01-09 15:57:09.968443,G
Prod-01790,B,BEOL-121,2025-01-09 14:37:20.596859,2025-01-09 15:05:07.423533,B
Prod-01798,B,BEOL-109,2025-01-09 14:47:57.824522,2025-01-09 15:31:59.242670,G
Prod-01797,B,BEOL-103,2025-01-09 14:51:20.087496,2025-01-09 16:17:11.271588,G
Prod-01802,B,BEOL-123,2025-01-09 15:02:39.511839,2025-01-09 16:41:09.588727,G
Prod-01803,B,BEOL-113,2025-01-09 15:12:25.911955,2025-01-09 16:31:55.348014,G
Prod-01813,B,BEOL-120,2025-01-09 15:34:06.538183,2025-01-09 17:08:15.767998,G
Prod-01808,B,BEOL-105,2025-01-09 15:47:07.375735,2025-01-09 16:10:11.595858,G
Prod-01800,B,BEOL-110,2025-01-09 15:49:04.396436,2025-01-09 16:44:29.737421,G
Prod-01815,B,BEOL-124,2025-01-09 15:58:13.057900,2025-01-09 16:43:45.191005,G
Prod-01805,B,BEOL-112,2025-01-09 15:59:06.981739,2025-01-09 17:02:17.324194,G
Prod-01818,B,BEOL-108,2025-01-09 16:01:20.507674,2025-01-09 17:38:20.888210,G
Prod-01811,B,BEOL-116,2025-01-09 16:20:04.781331,2025-01-09 17:17:13.323867,G
Prod-01801,B,BEOL-114,2025-01-09 16:24:12.871379,2025-01-09 17:07:31.701998,G
Prod-01812,B,BEOL-104,2025-01-09 16:30:17.690427,2025-01-09 17:52:26.350517,G
Prod-01814,B,BEOL-102,2025-01-09 16:34:09.945381,2025-01-09 17:39:50.754806,G
Prod-01809,B,BEOL-106,2025-01-09 16:34:38.076517,2025-01-09 17:44:47.890465,G
Prod-01806,B,BEOL-118,2025-01-09 16:42:05.831867,2025-01-09 18:03:01.255966,G
Prod-01816,B,BEOL-121,2025-01-09 16:53:12.051584,2025-01-09 18:30:24.610203,G
Prod-01819,B,BEOL-107,2025-01-09 16:56:12.962001,2025-01-09 18:23:48.104312,B
Prod-01821,B,BEOL-109,2025-01-09 17:01:12.857478,2025-01-09 18:39:17.307197,G
Prod-01822,B,BEOL-122,2025-01-09 17:08:40.082814,2025-01-09 17:37:28.169700,G
Prod-01817,B,BEOL-111,2025-01-09 17:09:12.878826,2025-01-09 18:07:28.645766,G
Prod-01828,B,BEOL-113,2025-01-09 17:36:34.152707,2025-01-09 18:27:36.795456,G
Prod-01824,B,BEOL-117,2025-01-09 17:48:20.651390,2025-01-09 18:42:22.093971,G
Prod-01823,B,BEOL-101,2025-01-09 18:04:01.612598,2025-01-09 18:42:54.985000,G
Prod-01820,B,BEOL-115,2025-01-09 18:06:54.833262,2025-01-09 19:07:13.250279,B
Prod-01835,B,BEOL-114,2025-01-09 18:08:55.404004,2025-01-09 19:16:04.917122,G
Prod-01839,B,BEOL-108,2025-01-09 18:11:09.121134,2025-01-09 19:02:24.536122,G
Prod-01829,B,BEOL-123,2025-01-09 18:14:03.541652,2025-01-09 19:40:28.574845,G
Prod-01838,B,BEOL-122,2025-01-09 18:16:46.754159,2025-01-09 18:52:15.126935,G
Prod-01825,B,BEOL-119,2025-01-09 18:19:35.068820,2025-01-09 19:31:30.790325,G
Prod-01834,B,BEOL-112,2025-01-09 18:36:19.961005,2025-01-09 19:51:02.109256,G
Prod-01827,B,BEOL-103,2025-01-09 18:39:52.752129,2025-01-09 19:39:19.699556,G
Prod-01826,B,BEOL-105,2025-01-09 18:42:01.897223,2025-01-09 19:07:46.674602,G
Prod-01837,B,BEOL-116,2025-01-09 18:48:47.790659,2025-01-09 19:23:04.543120,G
Prod-01841,B,BEOL-106,2025-01-09 18:51:40.649190,2025-01-09 19:54:58.336035,G
Prod-01836,B,BEOL-120,2025-01-09 18:52:00.380400,2025-01-09 19:31:02.581266,G
